,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,1800,0
1,0,0,1110,0
2,0,0,1980,0
3,0,3,1740,3
4,0,0,1920,0
5,1,2,1380,3
6,0,0,1590,0
7,0,0,2460,0
8,0,5,1800,5
9,0,2,1590,2
10,0,1,1440,1
11,0,1,2250,1
12,2,0,1440,2
13,0,0,990,0
14,0,2,1470,2
15,0,0,1920,0
16,0,0,1380,0
17,0,0,1230,0
18,0,3,2130,3
19,0,0,1530,0
20,0,0,1230,0
21,0,1,1080,1
22,0,1,1830,1
23,0,0,1050,0
24,1,0,1710,1
25,0,2,1710,2
26,0,0,1590,0
27,0,2,1620,2
28,0,0,1890,0
29,1,1,1680,2
30,0,0,1470,0
31,0,0,1950,0
32,0,0,1740,0
33,0,0,1200,0
34,1,1,1830,2
35,0,0,2250,0
36,0,2,1920,2
37,0,0,1500,0
38,0,3,1380,3
39,0,3,2250,3
40,0,0,1170,0
41,0,1,2400,1
42,0,2,1860,2
43,0,0,1350,0
44,1,1,1110,2
45,0,0,1950,0
46,0,2,1350,2
47,0,1,1740,1
48,0,0,1500,0
49,0,0,1920,0
50,0,0,1440,0
51,0,0,1890,0
52,0,2,1920,2
53,0,4,1800,4
54,0,2,1410,2
55,0,0,1140,0
56,0,1,1980,1
57,0,1,1080,1
58,0,0,1650,0
59,1,0,1950,1
60,0,0,1530,0
61,0,0,990,0
62,0,0,1470,0
63,0,1,2100,1
64,0,0,1110,0
65,0,0,1020,0
66,0,0,1680,0
67,0,2,1530,2
68,0,0,1350,0
69,1,0,1140,1
70,0,0,1350,0
71,0,0,1230,0
72,0,2,2100,2
73,0,0,1620,0
74,0,1,1770,1
75,0,0,2040,0
76,0,0,1500,0
77,0,0,2670,0
78,1,2,2130,3
79,1,0,1530,1
80,2,1,1920,3
81,0,0,1860,0
82,0,0,1230,0
83,0,2,1710,2
84,0,2,1260,2
85,0,0,1140,0
86,0,0,2670,0
87,0,0,1770,0
88,0,1,2670,1
89,0,1,1740,1
90,0,1,2040,1
91,0,1,1140,1
92,0,3,1860,3
93,0,2,2700,2
94,1,0,1140,1
95,0,0,1950,0
96,0,0,1740,0
97,0,0,1170,0
98,0,0,1830,0
99,0,1,1860,1
100,0,2,1020,2
101,0,1,2010,1
102,2,1,1650,3
103,0,0,1350,0
104,0,0,2760,0
105,0,1,2130,1
106,2,0,1860,2
107,0,3,1170,3
108,0,0,1440,0
109,0,0,1950,0
110,0,0,1590,0
111,0,0,1680,0
112,0,0,1380,0
113,0,1,1920,1
114,0,0,2250,0
115,0,0,1650,0
116,0,0,1500,0
117,0,1,2250,1
118,0,0,1470,0
119,0,0,1770,0
120,0,1,1380,1
121,1,0,2250,1
122,0,1,1770,1
123,0,0,1230,0
124,0,3,1740,3
