time,n_delay_added,rs_exec_time
00:00:00,0,
00:15:00,2,0.3969910144805908
00:30:00,1,1.0060369968414307
00:45:00,0,0.684791088104248
01:00:00,0,0.4393618106842041
01:15:00,1,0.3664519786834717
01:30:00,0,0.8083899021148682
01:45:00,2,0.3713259696960449
02:00:00,0,1.134122610092163
02:15:00,0,0.4776649475097656
02:30:00,0,0.37642788887023926
02:45:00,0,0.37658214569091797
03:00:00,3,0.4399600028991699
03:15:00,0,1.5043928623199463
03:30:00,0,0.48972392082214355
03:45:00,0,0.4406120777130127
04:00:00,0,0.40073418617248535
04:15:00,0,0.5101668834686279
04:30:00,3,0.5187180042266846
04:45:00,2,1.5815060138702393
05:00:00,1,1.2082219123840332
05:15:00,1,0.8686490058898926
05:30:00,1,0.7941339015960693
05:45:00,3,0.8563601970672607
06:00:00,3,1.672142744064331
06:15:00,0,1.8786511421203613
06:30:00,0,0.47602391242980957
06:45:00,1,0.46187591552734375
07:00:00,2,0.8017668724060059
07:15:00,1,1.1946978569030762
07:30:00,0,0.9141230583190918
07:45:00,1,0.40442800521850586
08:00:00,2,0.8928220272064209
08:15:00,1,1.310596227645874
08:30:00,0,0.8547089099884033
08:45:00,2,0.4847400188446045
09:00:00,0,1.2546658515930176
09:15:00,1,0.5289459228515625
09:30:00,1,0.8832871913909912
09:45:00,0,0.8523561954498291
10:00:00,3,0.5536229610443115
10:15:00,0,1.8736507892608643
10:30:00,0,0.45583009719848633
10:45:00,1,0.5297961235046387
11:00:00,0,0.9392290115356445
11:15:00,1,0.46840882301330566
11:30:00,0,0.9605398178100586
11:45:00,0,0.5419735908508301
12:00:00,1,0.42655014991760254
12:15:00,0,0.9742650985717773
12:30:00,3,0.5913150310516357
12:45:00,0,2.1261098384857178
13:00:00,2,0.5394020080566406
13:15:00,0,1.4381260871887207
13:30:00,1,0.556718111038208
13:45:00,3,0.9954421520233154
14:00:00,1,1.9972021579742432
14:15:00,1,0.9840269088745117
14:30:00,1,1.138505220413208
14:45:00,3,1.491288661956787
15:00:00,5,1.9664552211761475
15:15:00,2,3.1426730155944824
15:30:00,1,1.4934558868408203
15:45:00,2,1.0203866958618164
16:00:00,1,1.4749510288238525
16:15:00,1,0.938762903213501
16:30:00,3,0.9979100227355957
16:45:00,3,1.9017081260681152
17:00:00,1,2.045696973800659
17:15:00,0,1.020843744277954
17:30:00,3,0.6462051868438721
17:45:00,2,2.2405498027801514
18:00:00,3,1.520124912261963
18:15:00,1,2.01304292678833
18:30:00,0,1.1609599590301514
18:45:00,2,0.6532888412475586
19:00:00,1,1.892714023590088
19:15:00,0,1.1170859336853027
19:30:00,6,0.6742968559265137
19:45:00,1,4.546460151672363
20:00:00,0,1.28271484375
20:15:00,2,0.7982547283172607
20:30:00,0,1.8230111598968506
20:45:00,6,0.713129997253418
21:00:00,1,4.659510135650635
21:15:00,0,1.0557072162628174
21:30:00,0,0.6386020183563232
21:45:00,0,0.5632681846618652
22:00:00,0,0.544173002243042
22:15:00,0,0.5511388778686523
22:30:00,0,0.5889580249786377
22:45:00,0,0.5448260307312012
23:00:00,0,0.586374044418335
23:15:00,0,0.5860748291015625
23:30:00,0,0.503558874130249
