uncertainty.prob_hold,avg_active_aircrafts,conflicts,makespan,avg_queue_size,avg_reschedule_exec_time,n_delay,n_scheduler_delay,n_uncertainty_delay
0.0,10.884120370370372,0.0,32370.0,0.0029166666666666672,0.48952241393022744,342.4,342.4,0.0
0.005,10.81097222222222,0.0,32370.0,0.0042592592592592595,0.4932219268000403,347.75,346.1,1.65
0.01,10.930277777777778,0.0,32370.0,0.0032870370370370375,0.5006767137106074,360.15,356.65,3.5
0.015,10.827500000000002,0.0,32370.0,0.0027314814814814814,0.48230407598406766,343.85,338.65,5.2
0.02,10.85972222222222,0.0,32370.0,0.003425925925925926,0.48720654681671505,354.4,346.65,7.75
0.025,10.779305555555553,0.0,32370.0,0.0030555555555555553,0.47137545036715134,331.55,323.75,7.8
0.03,10.954027777777778,0.0,32370.0,0.0043055555555555555,0.48853152951528866,352.15,341.2,10.95
0.035,10.919305555555557,0.0,32370.0,0.0033796296296296296,0.47985561437385027,348.7,336.75,11.95
0.04,10.903564814814816,0.0,32370.0,0.003287037037037037,0.3171460843086242,358.0,343.3,14.7
