uncertainty.prob_hold,avg_active_aircrafts,conflicts,makespan,avg_queue_size,avg_reschedule_exec_time,n_delay,n_scheduler_delay,n_uncertainty_delay
0.0,10.88462962962963,0.0,32370.0,0.0022222222222222222,0.2761374354916949,343.1,343.1,0.0
0.005,10.847962962962962,0.0,32370.0,0.0042592592592592595,0.2878155081771141,368.7,360.3,8.4
0.01,10.899444444444445,0.0,32370.0,0.0031481481481481486,0.2785429018597271,362.7,348.5,14.2
0.015,10.87962962962963,0.0,32370.0,0.0043518518518518515,0.28248030596001206,382.8,354.0,28.8
0.02,10.833518518518517,0.0,32370.0,0.004907407407407406,0.27094876477884694,364.0,332.0,32.0
0.025,11.069074074074075,0.0,32370.0,0.006666666666666666,0.2861998266397521,390.4,357.1,33.3
0.03,10.859907407407407,0.0,32370.0,0.00537037037037037,0.2708603446428166,390.0,342.5,47.5
0.035,10.957962962962961,0.0,32370.0,0.006666666666666666,0.2771906508955844,406.0,344.2,61.8
0.04,10.952129629629631,0.0,32370.0,0.008518518518518519,0.28190094737119453,421.1,354.8,66.3
