,rs_exec_time
00:00:00,
00:03:00,0.0963888168334961
00:06:00,0.1372687816619873
00:09:00,0.08421015739440918
00:12:00,0.34165191650390625
00:15:00,0.7715601921081543
00:18:00,0.2765204906463623
00:21:00,0.25235533714294434
00:24:00,0.2240145206451416
00:27:00,0.7654199600219727
00:30:00,0.21391963958740234
00:33:00,0.12590885162353516
00:36:00,0.23305606842041016
00:39:00,0.13669109344482422
00:42:00,0.1907179355621338
00:45:00,0.23764586448669434
00:48:00,0.8496890068054199
00:51:00,0.34936952590942383
00:54:00,0.25861430168151855
00:57:00,0.1611311435699463
01:00:00,0.8140676021575928
01:03:00,1.2033233642578125
01:06:00,0.6915481090545654
01:09:00,0.39449048042297363
01:12:00,1.093125581741333
01:15:00,1.2544100284576416
01:18:00,0.44481444358825684
01:21:00,0.14925646781921387
01:24:00,1.1364161968231201
01:27:00,0.3525068759918213
01:30:00,0.33402562141418457
01:33:00,0.15278220176696777
01:36:00,0.6399633884429932
01:39:00,0.725696325302124
01:42:00,0.5968272686004639
01:45:00,0.4982748031616211
01:48:00,0.1634664535522461
01:51:00,0.16979360580444336
01:54:00,0.7630915641784668
01:57:00,0.5600910186767578
02:00:00,0.34888386726379395
02:03:00,1.1303393840789795
02:06:00,1.700713872909546
02:09:00,0.9441416263580322
02:12:00,0.6918318271636963
02:15:00,0.3713953495025635
02:18:00,0.1596062183380127
02:21:00,0.39146971702575684
02:24:00,0.3066236972808838
02:27:00,0.3373901844024658
02:30:00,0.42242932319641113
02:33:00,0.5913090705871582
02:36:00,0.17520546913146973
02:39:00,1.0031747817993164
02:42:00,1.031921148300171
02:45:00,0.16717028617858887
02:48:00,0.1629495620727539
02:51:00,0.468764066696167
02:54:00,0.7155473232269287
02:57:00,0.27227783203125
03:00:00,0.4513583183288574
03:03:00,0.5269496440887451
03:06:00,1.0268645286560059
03:09:00,0.18753838539123535
03:12:00,0.341202974319458
03:15:00,1.1329262256622314
03:18:00,0.3083760738372803
03:21:00,0.4658381938934326
03:24:00,0.3817298412322998
03:27:00,0.18157672882080078
03:30:00,1.7332782745361328
03:33:00,0.9492852687835693
03:36:00,0.18305706977844238
03:39:00,0.32439613342285156
03:42:00,0.1687173843383789
03:45:00,0.49738597869873047
03:48:00,0.6835427284240723
03:51:00,0.30416107177734375
03:54:00,0.18081092834472656
03:57:00,0.17178606986999512
04:00:00,0.2342846393585205
04:03:00,0.6095852851867676
04:06:00,0.1745145320892334
04:09:00,0.23582983016967773
04:12:00,0.1791548728942871
04:15:00,0.46024346351623535
04:18:00,0.8491582870483398
04:21:00,0.6790506839752197
04:24:00,0.18729329109191895
04:27:00,0.38080596923828125
04:30:00,0.3182046413421631
04:33:00,0.3428947925567627
04:36:00,0.2519409656524658
04:39:00,0.486558198928833
04:42:00,0.3248634338378906
04:45:00,0.2331235408782959
04:48:00,0.6666865348815918
04:51:00,0.23569798469543457
04:54:00,0.2050619125366211
04:57:00,0.5750236511230469
05:00:00,1.9551284313201904
05:03:00,0.7162566184997559
05:06:00,0.48215150833129883
05:09:00,1.7425251007080078
05:12:00,0.7557766437530518
05:15:00,0.7759864330291748
05:18:00,0.5834276676177979
05:21:00,0.778472900390625
05:24:00,0.7916858196258545
05:27:00,1.0320765972137451
05:30:00,0.7949743270874023
05:33:00,0.7619011402130127
05:36:00,0.4372894763946533
05:39:00,1.4892120361328125
05:42:00,0.6010057926177979
05:45:00,1.1017189025878906
05:48:00,2.0898473262786865
05:51:00,0.5267016887664795
05:54:00,0.27048325538635254
05:57:00,0.21484875679016113
06:00:00,0.38436317443847656
06:03:00,0.23271608352661133
06:06:00,0.8681511878967285
06:09:00,0.29445719718933105
06:12:00,1.0850284099578857
06:15:00,1.4563777446746826
06:18:00,0.2348499298095703
06:21:00,0.8726482391357422
06:24:00,0.3977196216583252
06:27:00,0.840613842010498
06:30:00,0.6560819149017334
06:33:00,1.8090639114379883
06:36:00,0.6484179496765137
06:39:00,0.6550109386444092
06:42:00,0.6510577201843262
06:45:00,0.704742431640625
06:48:00,0.4024474620819092
06:51:00,1.3679351806640625
06:54:00,1.1969094276428223
06:57:00,0.49793004989624023
07:00:00,0.4451282024383545
07:03:00,0.8444740772247314
07:06:00,0.467421293258667
07:09:00,0.22765421867370605
07:12:00,0.2242276668548584
07:15:00,0.6967165470123291
07:18:00,2.090351104736328
07:21:00,1.2194454669952393
07:24:00,0.6537859439849854
07:27:00,2.331345796585083
07:30:00,1.4043176174163818
07:33:00,0.8517165184020996
07:36:00,0.22693133354187012
07:39:00,0.22841429710388184
07:42:00,0.22403192520141602
07:45:00,0.46454930305480957
07:48:00,0.4309213161468506
07:51:00,0.7018215656280518
07:54:00,0.4911220073699951
07:57:00,0.4621438980102539
08:00:00,0.7088379859924316
08:03:00,0.2455441951751709
08:06:00,1.6519219875335693
08:09:00,0.859626054763794
08:12:00,0.2880256175994873
08:15:00,0.23961782455444336
08:18:00,0.2361619472503662
08:21:00,0.5147762298583984
08:24:00,0.4778103828430176
08:27:00,0.3111228942871094
08:30:00,0.4872305393218994
08:33:00,1.0197758674621582
08:36:00,2.100311756134033
08:39:00,0.44878530502319336
08:42:00,0.7825758457183838
08:45:00,1.2581450939178467
08:48:00,0.7544848918914795
08:51:00,1.0892627239227295
08:54:00,1.597625494003296
08:57:00,2.4145913124084473
