,rs_exec_time
00:00:00,
00:02:30,0.0384979248046875
00:05:00,0.049416303634643555
00:07:30,0.05809950828552246
00:10:00,0.11957883834838867
00:12:30,0.07629108428955078
00:15:00,0.2672293186187744
00:17:30,0.15139508247375488
00:20:00,0.09835290908813477
00:22:30,0.17385292053222656
00:25:00,0.338242769241333
00:27:30,0.3719954490661621
00:30:00,0.09965324401855469
00:32:30,0.10540580749511719
00:35:00,0.19118666648864746
00:37:30,0.10383176803588867
00:40:00,0.33815574645996094
00:42:30,0.1102445125579834
00:45:00,0.15931415557861328
00:47:30,0.2857699394226074
00:50:00,0.4760258197784424
00:52:30,0.7040073871612549
00:55:00,0.19124293327331543
00:57:30,0.42741942405700684
01:00:00,0.18448853492736816
01:02:30,0.3719596862792969
01:05:00,0.18935370445251465
01:07:30,0.376284122467041
01:10:00,0.7652835845947266
01:12:30,0.8028056621551514
01:15:00,0.5179448127746582
01:17:30,0.2418651580810547
01:20:00,0.3028707504272461
01:22:30,0.22880005836486816
01:25:00,0.8874521255493164
01:27:30,1.032263994216919
01:30:00,0.6215360164642334
01:32:30,0.21206116676330566
01:35:00,0.1271190643310547
01:37:30,0.3228604793548584
01:40:00,0.2607145309448242
01:42:30,0.12503385543823242
01:45:00,0.3494527339935303
01:47:30,0.21690845489501953
01:50:00,0.22554969787597656
01:52:30,0.1713581085205078
01:55:00,0.24389147758483887
01:57:30,0.14433836936950684
02:00:00,0.24724841117858887
02:02:30,0.4014708995819092
02:05:00,0.384136438369751
02:07:30,0.5677847862243652
02:10:00,0.5543787479400635
02:12:30,0.13427972793579102
02:15:00,0.12289190292358398
02:17:30,0.1271970272064209
02:20:00,0.1657547950744629
02:22:30,0.22955918312072754
02:25:00,0.5026607513427734
02:27:30,0.1391887664794922
02:30:00,0.45351409912109375
02:32:30,0.15741395950317383
02:35:00,0.5121798515319824
02:37:30,0.20923089981079102
02:40:00,0.3896019458770752
02:42:30,0.922555685043335
02:45:00,0.280167818069458
02:47:30,0.8108587265014648
02:50:00,0.25295114517211914
02:52:30,0.1546783447265625
02:55:00,0.19675731658935547
02:57:30,0.2491903305053711
03:00:00,0.3750276565551758
03:02:30,0.48241567611694336
03:05:00,0.4635782241821289
03:07:30,0.15340328216552734
03:10:00,0.16124176979064941
03:12:30,0.20766496658325195
03:15:00,0.6917338371276855
03:17:30,0.7419073581695557
03:20:00,0.5372557640075684
03:22:30,1.1390295028686523
03:25:00,1.4281094074249268
03:27:30,0.5886328220367432
03:30:00,0.29297733306884766
03:32:30,0.16156721115112305
03:35:00,0.27990221977233887
03:37:30,0.20206952095031738
03:40:00,0.2647712230682373
03:42:30,0.2891414165496826
03:45:00,0.3488593101501465
03:47:30,0.29375386238098145
03:50:00,0.3165898323059082
03:52:30,0.27986860275268555
03:55:00,0.3679680824279785
03:57:30,0.4030182361602783
04:00:00,0.5307595729827881
04:02:30,0.5400524139404297
04:05:00,0.6299469470977783
04:07:30,0.29105472564697266
04:10:00,0.3626542091369629
04:12:30,0.3147313594818115
04:15:00,0.3384227752685547
04:17:30,0.5140576362609863
04:20:00,0.3175959587097168
04:22:30,0.18603205680847168
04:25:00,0.5580892562866211
04:27:30,0.30006837844848633
04:30:00,0.1711876392364502
04:32:30,0.4802207946777344
04:35:00,0.4924793243408203
04:37:30,0.22518181800842285
04:40:00,1.094163179397583
04:42:30,0.4362020492553711
04:45:00,0.40558838844299316
04:47:30,0.529857873916626
04:50:00,0.8053183555603027
04:52:30,0.18945908546447754
04:55:00,0.19263887405395508
04:57:30,0.7676091194152832
05:00:00,1.2548234462738037
05:02:30,0.3668074607849121
05:05:00,0.7337508201599121
05:07:30,0.5962264537811279
05:10:00,0.3686397075653076
05:12:30,0.18695592880249023
05:15:00,0.18604660034179688
05:17:30,0.18090534210205078
05:20:00,0.18429136276245117
05:22:30,0.2283170223236084
05:25:00,0.3139946460723877
