,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,450,0
1,0,0,1050,0
2,2,0,870,2
3,0,0,390,0
4,0,0,1110,0
5,2,0,810,2
6,0,0,450,0
7,0,0,1110,0
8,2,0,870,2
9,0,0,450,0
10,0,1,1200,1
11,2,0,990,2
12,0,0,690,0
13,0,0,1170,0
14,2,0,990,2
15,0,0,630,0
16,0,0,1350,0
17,2,0,1110,2
18,0,0,570,0
19,0,0,1230,0
20,2,0,870,2
21,0,0,390,0
22,0,0,1170,0
23,2,1,900,3
24,0,0,270,0
25,0,0,990,0
26,2,0,810,2
27,0,0,390,0
28,0,0,930,0
29,2,0,750,2
30,0,0,450,0
31,0,0,1050,0
32,2,0,870,2
33,0,0,450,0
34,0,1,1140,1
35,2,0,870,2
36,0,0,390,0
37,0,1,1080,1
38,2,0,810,2
39,0,0,390,0
40,0,0,1110,0
41,2,0,810,2
42,0,0,270,0
43,0,0,1050,0
44,2,0,750,2
45,0,0,270,0
46,0,0,990,0
47,2,0,750,2
48,0,0,870,0
49,2,0,510,2
50,0,0,870,0
51,0,0,630,0
52,2,0,450,2
53,0,0,750,0
54,0,0,570,0
55,2,2,330,4
56,0,0,930,0
57,0,0,630,0
58,2,0,270,2
59,0,0,750,0
60,0,0,630,0
61,2,0,330,2
62,0,0,870,0
63,0,0,630,0
64,2,0,450,2
65,0,0,930,0
66,0,0,570,0
67,2,0,330,2
68,0,0,810,0
69,0,0,630,0
70,2,0,450,2
71,0,1,1140,1
72,0,0,810,0
73,2,0,510,2
74,0,0,990,0
75,0,0,690,0
76,2,0,330,2
77,0,0,750,0
78,0,0,510,0
79,2,0,270,2
80,0,0,690,0
81,0,0,390,0
82,2,0,270,2
83,0,0,750,0
84,0,0,450,0
85,2,0,270,2
86,0,1,720,1
87,0,0,510,0
88,2,0,270,2
89,0,0,750,0
90,0,0,450,0
91,0,0,870,0
92,0,2,1110,2
93,2,0,750,2
94,0,0,990,0
95,0,0,1290,0
96,2,0,870,2
97,0,0,1050,0
98,0,0,1410,0
99,2,0,930,2
100,0,0,1110,0
101,0,0,1470,0
102,2,0,930,2
103,0,0,990,0
104,0,0,1350,0
105,2,0,810,2
106,0,0,990,0
107,0,0,1350,0
108,2,0,870,2
109,0,0,1050,0
110,0,0,1350,0
111,2,0,930,2
112,0,0,1230,0
113,0,0,1530,0
114,2,0,1110,2
115,0,1,1320,1
116,0,1,1680,1
117,2,0,1170,2
118,0,0,1230,0
119,0,0,1650,0
120,2,0,1110,2
121,0,0,1170,0
122,0,0,1590,0
123,2,0,930,2
124,0,0,1110,0
125,0,0,1410,0
126,2,0,1050,2
127,0,0,1350,0
128,0,0,1650,0
129,2,0,1230,2
130,0,0,1470,0
131,0,0,1830,0
132,2,0,1350,2
133,0,0,1410,0
134,0,1,1860,1
135,2,0,1170,2
136,0,0,1110,0
137,0,0,1530,0
138,2,0,870,2
139,0,0,1050,0
140,0,0,1470,0
141,2,0,810,2
142,0,0,1110,0
143,0,0,1410,0
144,2,0,930,2
145,0,0,1110,0
146,0,0,1470,0
147,2,0,870,2
148,0,0,1170,0
149,0,0,1470,0
150,2,0,990,2
151,0,0,1230,0
152,0,1,1560,1
153,2,0,1050,2
154,0,0,1290,0
155,0,1,1620,1
156,2,0,1110,2
157,0,2,1230,2
158,0,0,1590,0
159,2,1,960,3
160,0,0,1170,0
161,0,0,1590,0
162,2,0,1110,2
163,0,0,1470,0
164,0,0,1710,0
165,2,0,1350,2
166,0,0,1470,0
167,0,0,1950,0
168,2,0,1170,2
169,0,0,1290,0
170,0,0,1650,0
171,2,1,1140,3
172,0,1,1380,1
173,0,0,1650,0
174,2,0,1110,2
175,0,0,1350,0
176,0,0,1710,0
177,2,0,1110,2
178,0,0,1230,0
179,0,0,1590,0
180,2,0,1050,2
181,0,0,1230,0
182,0,0,1530,0
183,2,1,1080,3
184,0,0,1230,0
185,0,0,1590,0
186,2,0,1050,2
187,0,0,1230,0
188,0,0,1530,0
189,2,0,1050,2
190,0,0,1110,0
191,0,0,1590,0
192,2,0,990,2
193,0,1,1260,1
194,0,0,1530,0
195,2,0,1110,2
196,0,0,1230,0
197,0,0,1590,0
198,2,2,1110,4
199,0,0,1110,0
200,0,0,1530,0
201,2,0,1170,2
202,0,0,1290,0
203,0,0,1770,0
204,2,0,1110,2
205,0,0,1230,0
206,0,0,1530,0
207,2,0,1050,2
208,0,0,1170,0
209,0,0,1530,0
210,2,0,990,2
211,0,0,1110,0
212,0,0,1530,0
213,2,0,1050,2
214,0,0,1110,0
215,0,0,1590,0
216,2,0,930,2
217,0,0,1230,0
218,0,0,1530,0
219,2,0,1050,2
220,0,0,1170,0
221,0,0,1590,0
222,2,0,1050,2
223,0,0,1170,0
224,0,0,1650,0
225,2,0,990,2
226,0,0,1170,0
227,0,0,1530,0
228,2,0,1050,2
229,0,0,1110,0
230,0,0,1590,0
231,2,0,930,2
232,0,0,1230,0
233,0,0,1470,0
234,2,0,1050,2
235,0,0,1230,0
236,0,0,1650,0
237,2,0,1110,2
238,0,0,1350,0
239,0,0,1650,0
240,2,0,1290,2
241,0,0,1470,0
242,0,0,1830,0
243,2,0,1230,2
244,0,0,1410,0
245,0,0,1770,0
246,2,0,1230,2
247,0,0,1350,0
248,0,0,1770,0
249,2,0,1290,2
250,0,0,1410,0
251,0,0,1830,0
252,2,1,1260,3
