uncertainty.prob_hold,avg_active_aircrafts,conflicts,makespan,avg_queue_size,avg_reschedule_exec_time,n_delay,n_scheduler_delay,n_uncertainty_delay
0.0,10.93212962962963,0.0,32370.0,0.003055555555555555,0.2077162494694778,342.6,342.6,0.0
0.05,11.077314814814814,0.0,32370.0,0.003981481481481482,0.22468976658510872,442.0,387.3,54.7
0.1,10.99824074074074,0.0,32370.0,0.00462962962962963,0.22288267387075486,494.9,385.6,109.3
0.15000000000000002,11.276851851851852,0.0,32370.0,0.0062037037037037035,0.24752146981180098,655.2,479.6,175.6
0.2,11.340277777777777,0.0,32370.0,0.013703703703703704,0.2594939264795976,786.9,539.4,247.5
0.25,11.484166666666667,0.0,32370.0,0.009166666666666667,0.29262392006061827,1050.5,690.2,360.3
0.30000000000000004,11.761574074074073,0.0,32370.0,0.011666666666666667,0.3328167351226877,1306.6,841.9,464.7
