,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,2,1770,2
1,0,0,1530,0
2,0,0,1020,0
3,0,0,1470,0
4,1,0,2070,1
5,0,1,2070,1
6,0,0,2040,0
7,1,3,1950,4
8,0,0,1020,0
9,0,0,1560,0
10,0,0,2400,0
11,0,0,2190,0
12,0,0,1050,0
13,0,0,990,0
14,1,0,1770,1
15,0,1,1860,1
16,0,0,1260,0
17,0,2,1710,2
18,0,2,1620,2
19,0,0,1290,0
20,0,1,1800,1
21,0,0,1200,0
22,0,0,1080,0
23,0,0,2100,0
24,2,0,1920,2
25,0,0,1290,0
26,0,0,1710,0
27,0,0,1980,0
28,0,1,1770,1
29,0,0,1320,0
30,0,2,2370,2
31,2,1,1440,3
32,0,0,1710,0
33,0,0,1680,0
34,1,0,1980,1
35,0,1,1470,1
36,0,0,1950,0
37,0,2,1230,2
38,0,0,1680,0
39,0,0,1290,0
40,0,0,1530,0
41,0,0,1560,0
42,0,2,1350,2
43,0,0,1140,0
44,0,0,2310,0
45,1,0,2070,1
46,0,0,1470,0
47,0,1,2070,1
48,2,2,1560,4
49,0,0,1590,0
50,0,0,1350,0
51,0,1,2160,1
52,0,0,1680,0
53,0,0,1260,0
54,0,0,1620,0
55,0,0,1740,0
56,0,1,1290,1
57,0,0,2280,0
58,0,0,1440,0
59,0,0,1320,0
60,1,2,2040,3
61,0,0,1320,0
62,0,0,1020,0
63,0,0,1950,0
64,0,0,1140,0
65,0,1,2040,1
66,0,0,1650,0
67,0,0,1590,0
68,0,1,2610,1
69,0,1,1680,1
70,0,0,1770,0
71,1,0,1590,1
72,0,2,1410,2
73,0,1,1380,1
74,0,0,2010,0
75,0,3,1650,3
76,0,0,1410,0
77,0,0,1260,0
78,0,0,2010,0
79,0,0,1800,0
80,1,0,1380,1
81,0,1,2700,1
82,0,0,1230,0
83,0,0,960,0
84,0,0,1290,0
85,0,0,2490,0
86,0,2,1770,2
87,0,2,1590,2
88,0,3,1980,3
89,0,0,930,0
90,0,0,1800,0
91,0,0,2100,0
92,0,1,1380,1
93,0,1,2460,1
94,0,1,1980,1
95,0,0,1080,0
96,0,0,2040,0
97,0,0,2040,0
98,2,1,1890,3
99,0,1,1560,1
100,0,0,1350,0
101,0,1,1320,1
102,0,2,1470,2
103,0,1,1380,1
104,0,2,2100,2
105,0,0,1860,0
106,0,0,1770,0
107,0,0,2250,0
108,2,1,1620,3
109,0,3,2010,3
110,0,2,1710,2
111,0,1,2940,1
112,2,0,1590,2
113,0,0,1560,0
114,0,0,3060,0
115,2,0,1920,2
116,0,5,1590,5
117,0,0,1260,0
118,0,0,2490,0
119,0,1,2010,1
120,0,2,1830,2
121,0,0,1590,0
122,0,1,1320,1
123,0,0,1320,0
124,0,0,1830,0
125,0,1,1830,1
126,0,0,2220,0
127,0,1,1620,1
128,0,0,1440,0
129,1,0,1800,1
130,0,0,2160,0
131,1,0,1200,1
132,0,1,990,1
133,0,2,2280,2
134,0,1,2070,1
135,0,2,1530,2
136,0,1,1230,1
137,0,0,2280,0
138,0,2,1890,2
139,0,1,1590,1
140,0,1,1680,1
141,0,0,1410,0
142,0,0,2400,0
143,1,0,1740,1
144,0,2,900,2
145,0,0,1320,0
146,1,1,1710,2
147,0,2,900,2
148,0,1,1440,1
149,0,0,1230,0
150,0,1,1920,1
151,0,0,1230,0
152,0,0,960,0
153,0,0,1500,0
154,0,1,1650,1
155,0,0,1440,0
156,0,1,1530,1
157,0,0,2100,0
158,0,3,1530,3
159,0,0,1500,0
160,0,2,2100,2
161,0,1,1560,1
162,0,0,1680,0
163,0,0,1500,0
164,2,1,1350,3
165,0,0,1710,0
166,0,0,960,0
167,0,0,1680,0
168,1,0,1620,1
169,0,1,1710,1
170,0,1,1320,1
171,0,0,1710,0
172,0,0,1020,0
173,0,0,1710,0
174,0,0,1680,0
175,0,0,1740,0
176,0,0,1680,0
177,2,4,1620,6
178,0,2,1440,2
179,0,1,1290,1
180,0,0,2100,0
181,0,0,1470,0
182,0,0,1860,0
183,0,0,1440,0
184,0,2,1680,2
185,0,0,1350,0
186,0,0,1050,0
187,0,2,1410,2
188,0,1,1740,1
189,0,1,1530,1
190,0,0,1680,0
191,0,0,1110,0
192,0,0,1620,0
193,0,2,1530,2
194,0,0,1260,0
195,0,2,900,2
196,0,0,1770,0
197,0,0,1470,0
198,0,0,1050,0
199,0,0,1800,0
200,0,0,1680,0
201,0,0,1380,0
