,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,1,2040,1
1,2,0,1470,2
2,1,1,1800,2
3,0,0,1620,0
4,1,1,1170,2
5,1,0,2340,1
6,2,0,2100,2
7,5,0,1620,5
8,0,0,1170,0
9,0,1,1620,1
10,0,0,1500,0
11,0,0,2160,0
12,0,0,990,0
13,1,2,1830,3
14,0,0,2250,0
15,0,0,1680,0
16,0,0,1890,0
17,0,0,930,0
18,0,0,1950,0
19,0,0,1680,0
20,0,1,1260,1
21,0,0,1530,0
22,0,1,1020,1
23,1,0,1890,1
24,0,0,1890,0
25,1,0,1590,1
26,0,0,1230,0
27,0,0,2430,0
28,2,1,2100,3
29,2,0,1770,2
30,0,0,2250,0
31,1,1,1620,2
32,4,0,1230,4
33,0,0,1950,0
34,0,0,3150,0
35,2,0,1350,2
36,4,0,1890,4
37,0,0,1290,0
38,0,0,2340,0
39,0,0,2730,0
40,2,0,1890,2
41,4,0,1590,4
42,3,0,1350,3
43,0,0,1200,0
44,0,0,990,0
45,0,0,1650,0
46,0,0,2100,0
47,0,0,1680,0
48,0,1,1320,1
49,0,0,1140,0
50,0,0,2160,0
51,0,0,1890,0
52,2,0,1230,2
53,0,0,1620,0
54,0,0,3060,0
55,0,1,1650,1
56,0,0,990,0
57,0,0,2400,0
58,0,0,2520,0
59,0,0,1860,0
60,0,1,1350,1
61,0,0,1200,0
62,0,0,1830,0
63,0,0,1350,0
64,1,1,2040,2
65,0,0,1860,0
66,0,0,900,0
67,0,0,1440,0
68,1,0,1740,1
69,0,0,2370,0
70,0,1,1890,1
71,1,2,2460,3
72,0,0,1800,0
73,0,0,1260,0
74,0,0,1680,0
75,0,0,1800,0
76,1,0,1500,1
77,0,0,1560,0
78,0,0,900,0
79,1,0,1860,1
80,3,0,1680,3
81,0,0,1560,0
82,1,0,2520,1
83,0,0,1830,0
84,0,0,1260,0
85,0,0,1860,0
86,0,0,1620,0
87,0,1,2100,1
88,0,1,1530,1
89,0,0,1290,0
90,0,0,1440,0
91,1,0,1800,1
92,1,1,1350,2
