simulation.reschedule_cycle,avg_active_aircrafts,conflicts,makespan,avg_queue_size,avg_reschedule_exec_time,n_delay,n_scheduler_delay,n_uncertainty_delay
30.0,10.983240740740738,0.0,32370.0,0.0042592592592592595,0.11795579852386136,366.8,359.85,6.95
60.0,10.964351851851852,0.0,32370.0,0.002916666666666667,0.1469449972398648,355.7,347.95,7.75
90.0,10.851954732510288,0.0,32370.0,0.00411522633744856,0.18784122672179876,358.3333333333333,350.77777777777777,7.555555555555555
120.0,10.875793650793653,0.0,32370.0,0.0035714285714285718,0.22625789658794107,355.5,348.85714285714283,6.642857142857143
150.0,10.81506172839506,0.0,32370.0,0.004506172839506174,0.2675592021794282,340.26666666666665,333.3333333333333,6.933333333333334
