,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,570,0
1,0,0,1050,0
2,2,0,930,2
3,0,0,390,0
4,0,0,1170,0
5,2,0,870,2
6,0,0,450,0
7,0,0,1110,0
8,2,0,930,2
9,0,0,390,0
10,0,0,930,0
11,2,0,810,2
12,0,0,330,0
13,0,0,1050,0
14,2,0,750,2
15,0,0,270,0
16,0,0,990,0
17,2,0,690,2
18,0,0,210,0
19,0,0,870,0
20,2,0,630,2
21,0,0,150,0
22,0,0,870,0
23,2,0,570,2
24,0,0,750,0
25,2,0,510,2
26,0,0,930,0
27,0,0,690,0
28,2,0,450,2
29,0,0,990,0
30,0,0,750,0
31,2,0,570,2
32,0,0,1170,0
33,0,0,930,0
34,2,0,690,2
35,0,0,1110,0
36,0,0,870,0
37,2,0,570,2
38,0,0,1170,0
39,0,0,990,0
40,2,0,630,2
41,0,0,1110,0
42,0,0,870,0
43,2,0,690,2
44,0,0,1170,0
45,0,0,1050,0
46,2,0,810,2
47,0,0,1230,0
48,0,0,990,0
49,2,0,690,2
50,0,0,1230,0
51,0,0,930,0
52,2,0,690,2
53,0,0,1230,0
54,0,0,1110,0
55,2,0,870,2
56,0,0,1290,0
57,0,0,1050,0
58,2,0,810,2
59,0,0,1230,0
60,0,0,930,0
61,2,0,750,2
62,0,0,1170,0
63,0,0,750,0
64,2,0,570,2
65,0,0,1050,0
66,0,0,930,0
67,2,0,570,2
68,0,0,990,0
69,0,0,750,0
70,2,0,510,2
71,0,0,990,0
72,0,0,690,0
73,2,0,510,2
74,0,0,990,0
75,0,0,690,0
76,2,0,570,2
77,0,0,1050,0
78,0,0,870,0
79,2,0,630,2
80,0,0,1170,0
81,0,0,1050,0
82,2,0,750,2
83,0,0,1290,0
84,0,0,1050,0
85,2,0,750,2
86,0,0,1230,0
87,0,0,1110,0
88,2,0,870,2
89,0,0,1410,0
90,0,0,1050,0
91,2,0,690,2
92,0,0,1170,0
93,0,0,930,0
94,2,0,690,2
95,0,0,1170,0
96,0,0,810,0
97,2,0,750,2
98,0,0,1230,0
99,0,0,990,0
100,2,0,690,2
101,0,0,1290,0
102,0,0,1050,0
103,2,0,810,2
104,0,0,1410,0
105,0,0,1170,0
106,2,0,990,2
107,0,0,1410,0
108,0,0,1170,0
109,2,0,870,2
110,0,0,1290,0
111,0,0,1170,0
112,2,0,870,2
113,0,0,1470,0
114,0,0,1230,0
115,2,0,990,2
116,0,0,1470,0
117,0,0,1290,0
118,2,0,1050,2
119,0,0,1530,0
120,0,0,1290,0
121,2,0,930,2
122,0,0,1410,0
123,0,0,1110,0
124,2,0,810,2
125,0,0,1410,0
126,0,0,1110,0
127,2,0,810,2
128,0,0,1290,0
129,0,0,1110,0
130,2,0,810,2
131,0,0,1350,0
132,0,0,1110,0
133,2,0,990,2
134,0,0,1470,0
135,0,0,1110,0
136,2,0,870,2
137,0,0,1350,0
138,0,0,1110,0
139,2,0,810,2
140,0,0,1290,0
141,0,0,990,0
142,2,0,690,2
143,0,0,1170,0
144,0,0,930,0
145,2,0,630,2
146,0,0,1050,0
147,0,0,810,0
148,2,0,510,2
149,0,0,930,0
150,0,0,570,0
151,2,0,330,2
152,0,0,810,0
153,0,0,450,0
154,0,0,750,0
155,0,0,1050,0
156,2,0,570,2
157,0,0,690,0
158,0,0,1110,0
159,2,0,390,2
160,0,0,390,0
161,0,0,870,0
162,0,0,450,0
163,0,0,1050,0
164,2,0,750,2
165,0,0,210,0
166,0,0,1050,0
167,2,0,750,2
168,0,0,210,0
169,0,0,930,0
170,2,0,630,2
171,0,0,930,0
172,2,0,630,2
173,0,0,990,0
174,0,0,690,0
175,2,0,450,2
176,0,0,930,0
177,0,0,750,0
178,2,0,570,2
179,0,0,930,0
180,0,0,690,0
181,2,0,450,2
182,0,0,990,0
183,0,0,690,0
184,2,0,450,2
185,0,0,930,0
186,0,0,690,0
187,2,0,330,2
188,0,0,870,0
189,0,0,630,0
190,2,0,330,2
191,0,0,690,0
192,0,0,390,0
193,0,0,510,0
194,0,0,990,0
195,2,0,390,2
196,0,0,570,0
197,0,0,930,0
198,2,0,390,2
199,0,0,630,0
200,0,0,990,0
201,2,0,450,2
202,0,0,630,0
203,0,0,930,0
204,2,0,570,2
205,0,0,930,0
206,0,0,1110,0
207,2,0,810,2
208,0,0,870,0
209,0,0,1230,0
210,2,0,750,2
211,0,0,990,0
212,0,0,1290,0
213,2,0,690,2
214,0,0,870,0
215,0,0,1230,0
216,2,0,750,2
217,0,0,930,0
218,0,0,1290,0
219,2,0,810,2
220,0,0,1050,0
221,0,0,1410,0
222,2,0,810,2
223,0,0,930,0
224,0,0,1350,0
225,2,0,750,2
226,0,0,930,0
227,0,0,1230,0
228,2,0,810,2
229,0,0,990,0
230,0,0,1290,0
231,2,0,690,2
232,0,0,930,0
233,0,0,1290,0
234,2,0,750,2
235,0,0,990,0
236,0,0,1290,0
237,2,0,810,2
238,0,0,1050,0
239,0,0,1410,0
240,2,0,750,2
241,0,0,930,0
242,0,0,1290,0
243,2,0,750,2
244,0,0,870,0
245,0,0,1350,0
246,2,0,750,2
247,0,0,1290,0
