,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,7,2340,7
1,2,7,1680,9
2,0,5,1530,5
3,0,3,2400,3
4,0,1,2760,1
5,0,12,1830,12
6,0,0,2640,0
7,0,1,1770,1
8,0,4,2640,4
9,0,7,2100,7
10,0,6,1890,6
11,0,3,1710,3
12,0,0,1560,0
13,0,2,3000,2
14,0,2,1770,2
15,0,5,2250,5
16,0,0,1980,0
17,0,5,1980,5
18,0,5,2700,5
19,2,9,1860,11
20,0,0,2730,0
21,1,1,1860,2
22,0,0,2400,0
23,0,2,1350,2
24,0,5,2550,5
25,0,8,1950,8
26,0,0,2700,0
27,0,5,1410,5
28,0,10,2100,10
29,0,1,2730,1
30,1,1,2520,2
31,0,4,2130,4
32,0,6,1620,6
33,0,2,1860,2
34,1,1,2790,2
35,0,10,2490,10
36,1,8,1890,9
37,0,0,3420,0
38,0,3,1740,3
39,0,2,2550,2
40,0,4,1170,4
41,0,9,1980,9
42,0,0,1800,0
43,1,1,2670,2
44,0,4,3360,4
45,1,3,1860,4
46,0,8,1650,8
47,0,9,2280,9
48,0,2,1530,2
49,0,7,2520,7
50,0,8,2250,8
51,0,1,2190,1
52,0,3,1980,3
53,0,5,1560,5
54,2,11,1500,13
55,0,0,2190,0
56,0,0,2700,0
57,0,6,1650,6
58,0,11,1350,11
59,0,0,2340,0
60,0,2,2700,2
61,0,1,2250,1
62,2,1,1890,3
63,0,5,1980,5
64,0,7,1320,7
65,1,9,1860,10
66,0,5,2040,5
67,0,11,2640,11
68,4,7,1800,11
69,0,0,2160,0
70,0,3,1890,3
71,0,4,1650,4
72,0,5,2340,5
73,1,10,2310,11
74,0,1,1920,1
75,0,6,2430,6
76,0,6,1620,6
77,1,2,1650,3
78,0,8,2370,8
79,0,7,3420,7
80,0,8,1920,8
81,0,0,2400,0
82,0,2,1800,2
83,0,7,1710,7
84,1,5,1530,6
85,0,5,3030,5
86,1,7,1350,8
87,0,0,2580,0
88,0,5,1920,5
89,0,5,3450,5
90,0,0,2580,0
91,0,2,1890,2
92,0,5,2940,5
93,1,5,2340,6
94,4,8,1590,12
95,0,0,1500,0
96,0,0,2370,0
97,1,2,2190,3
98,0,5,1920,5
99,0,6,1320,6
100,0,0,1950,0
101,0,1,2700,1
102,0,2,2100,2
103,1,3,1260,4
104,0,9,1680,9
105,0,0,3060,0
106,0,1,2340,1
107,1,3,2760,4
108,0,4,1800,4
109,1,4,1440,5
110,1,9,2310,10
111,0,1,1590,1
112,0,9,1740,9
113,0,0,2580,0
114,2,2,2400,4
115,0,5,2340,5
116,0,8,1230,8
