uncertainty.prob_hold,conflicts,makespan,delay_added,avg_queue_size,avg_reschedule_exec_time
0.0,583.0,81870.0,120.0,2.2826162994053822,0.07768498809592238
0.1,548.0,78450.0,60.0,0.7158680191209054,0.0820779291171472
0.2,513.0,79230.0,30.0,1.2615133496560536,0.07962848144827538
0.30000000000000004,546.0,80370.0,180.0,1.50099102250204,0.08185161433173614
0.4,509.0,82320.0,150.0,2.4510901247522336,0.07756444551412342
0.5,424.0,80970.0,90.0,2.3854494578524075,0.08368942344072954
0.6000000000000001,571.0,81870.0,60.0,1.9516147837239184,0.07749281114744909
0.7000000000000001,509.0,83100.0,30.0,2.128716334382649,0.0813872953063076
