,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,2,1770,2
1,0,0,1080,0
2,0,1,1950,1
3,2,2,1800,4
4,0,1,1920,1
5,1,1,1320,2
6,0,0,1560,0
7,0,1,2460,1
8,0,1,1620,1
9,0,1,1560,1
10,0,0,1380,0
11,0,0,1260,0
12,0,1,2280,1
13,0,0,930,0
14,0,0,1350,0
15,0,0,1920,0
16,0,0,1410,0
17,0,2,1230,2
18,0,1,1980,1
19,0,1,1560,1
20,0,0,1260,0
21,0,0,1080,0
22,0,0,1740,0
23,0,0,1020,0
24,0,0,1800,0
25,0,2,1680,2
26,0,1,1500,1
27,0,0,1560,0
28,0,0,1800,0
29,0,0,1560,0
30,0,0,1470,0
31,0,0,1980,0
32,0,0,1770,0
33,0,1,1170,1
34,0,0,1800,0
35,0,3,2310,3
36,0,1,1770,1
37,0,0,1470,0
38,0,0,1170,0
39,1,1,2040,2
40,0,0,1200,0
41,0,2,2430,2
42,0,0,1770,0
43,0,0,1050,0
44,1,0,1410,1
45,0,0,1860,0
46,0,1,1320,1
47,0,1,1740,1
48,0,1,1800,1
49,0,0,1500,0
50,0,0,1440,0
51,0,0,1890,0
52,0,0,1860,0
53,1,0,1560,1
54,0,0,1350,0
55,2,0,1110,2
56,0,1,2010,1
57,0,0,1050,0
58,0,1,1950,1
59,2,1,1770,3
60,2,0,1560,2
61,0,0,960,0
62,0,0,1470,0
63,0,0,1920,0
64,0,0,1110,0
65,0,0,990,0
66,0,0,1650,0
67,0,0,1470,0
68,0,0,1050,0
69,0,0,1350,0
70,0,0,1380,0
71,0,0,1200,0
72,0,0,1980,0
73,0,0,1620,0
74,0,0,1740,0
75,0,0,1950,0
76,0,0,1500,0
77,0,0,2460,0
78,0,0,2040,0
79,0,1,1830,1
80,2,3,1650,5
81,0,1,1860,1
82,0,1,1260,1
83,0,1,1710,1
84,0,2,1260,2
85,1,0,1080,1
86,0,0,2640,0
87,0,0,1740,0
88,0,0,2670,0
89,0,2,1740,2
90,0,0,1980,0
91,0,0,1080,0
92,0,0,1740,0
93,0,0,2610,0
94,1,0,1080,1
95,0,1,1980,1
96,1,1,1740,2
97,0,0,1140,0
98,0,0,1800,0
99,0,0,1770,0
100,0,2,1020,2
101,0,0,1440,0
102,0,0,1980,0
103,0,0,1260,0
104,0,1,2760,1
105,0,0,2070,0
106,0,0,1860,0
107,0,1,1110,1
108,0,0,1440,0
109,0,0,1890,0
110,0,0,1590,0
111,0,0,1590,0
112,0,0,1350,0
113,0,0,1920,0
114,0,0,2280,0
115,0,0,1650,0
116,0,0,1470,0
117,0,0,2220,0
118,0,2,1410,2
119,0,0,1710,0
120,0,0,1260,0
121,0,0,2160,0
122,0,0,1740,0
123,0,0,1230,0
124,0,0,1560,0
125,0,0,1050,0
126,0,0,1590,0
127,0,0,2070,0
128,0,1,1440,1
129,0,0,1140,0
130,0,1,1950,1
131,0,0,1440,0
132,0,0,1860,0
133,1,0,1560,1
134,2,0,1380,2
135,0,0,1320,0
136,0,0,1530,0
137,0,0,2070,0
138,0,0,1710,0
139,0,0,1500,0
140,0,1,1530,1
141,0,0,1440,0
142,0,2,1980,2
143,0,0,1980,0
144,1,0,1620,1
145,0,0,1410,0
146,0,1,1110,1
147,0,0,1860,0
148,0,0,1770,0
149,0,2,930,2
150,0,1,1860,1
151,1,0,1710,1
152,0,1,1500,1
153,0,0,1050,0
154,0,0,1650,0
155,0,1,1980,1
156,0,0,1230,0
157,1,1,1080,2
158,0,0,1950,0
159,0,0,1290,0
160,0,0,2580,0
161,0,0,1410,0
162,0,0,1830,0
163,0,1,2820,1
164,0,0,1110,0
165,0,0,2100,0
166,0,0,1530,0
167,0,0,1170,0
168,0,0,3150,0
169,1,0,2190,1
170,0,0,1410,0
171,0,0,1410,0
172,0,0,1440,0
173,0,0,1890,0
174,0,0,1440,0
175,0,0,2130,0
176,0,0,1950,0
177,0,0,2010,0
178,0,0,1530,0
179,1,0,1320,1
180,0,2,1740,2
181,1,1,2610,2
182,0,0,1650,0
183,0,0,1530,0
184,0,0,1860,0
185,0,0,1710,0
186,0,0,1560,0
187,0,0,1470,0
188,0,0,1020,0
189,0,0,1410,0
190,0,0,1920,0
191,0,0,1350,0
192,0,0,1080,0
193,0,0,1980,0
194,0,0,1350,0
195,0,0,1410,0
196,0,0,2010,0
197,0,1,1020,1
198,0,1,1350,1
199,0,1,2070,1
200,2,2,1920,4
201,0,0,1020,0
202,0,0,1740,0
203,0,0,1620,0
204,0,1,1530,1
205,1,1,930,2
206,0,1,1350,1
207,0,0,1680,0
208,0,0,870,0
209,0,0,1230,0
210,0,1,1710,1
211,0,0,1380,0
212,0,0,1230,0
213,0,1,1110,1
214,0,0,960,0
215,0,1,1800,1
216,0,0,1380,0
217,1,0,2340,1
218,0,0,1290,0
219,0,1,1920,1
220,0,0,1800,0
221,0,0,1560,0
222,0,2,1470,2
223,0,0,960,0
224,0,0,1770,0
225,0,0,1200,0
226,0,0,1590,0
227,0,1,1500,1
228,0,0,1470,0
229,0,1,1440,1
230,0,0,1830,0
231,0,0,1290,0
232,0,0,1230,0
233,0,0,1590,0
234,0,1,1560,1
235,0,1,1380,1
236,0,1,1140,1
237,0,0,1920,0
238,0,0,1680,0
239,1,0,1440,1
240,2,0,1260,2
241,0,2,1680,2
242,0,0,1410,0
243,0,1,1830,1
244,0,0,1620,0
245,2,0,1200,2
246,0,0,1650,0
247,0,0,1290,0
248,0,0,1770,0
249,0,0,1500,0
250,0,0,1440,0
251,0,0,2010,0
252,0,0,2100,0
253,0,0,1140,0
254,1,0,1500,1
255,0,0,1980,0
256,0,0,1290,0
257,0,0,1020,0
258,0,1,2010,1
