,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,270,0
1,0,0,1050,0
2,2,1,780,3
3,0,0,390,0
4,0,0,930,0
5,2,0,750,2
6,0,0,330,0
7,0,0,1050,0
8,2,0,750,2
9,0,0,330,0
10,0,0,1050,0
11,2,1,840,3
12,0,0,810,0
13,2,0,570,2
14,0,1,1020,1
15,0,0,750,0
16,2,0,510,2
17,0,0,1050,0
18,0,0,810,0
19,2,0,450,2
20,0,0,930,0
21,0,0,810,0
22,2,1,600,3
23,0,1,1080,1
24,0,1,780,1
25,2,0,450,2
26,0,1,1020,1
27,0,0,810,0
28,2,0,510,2
29,0,0,990,0
30,0,1,720,1
31,2,1,540,3
32,0,0,990,0
33,0,0,690,0
34,2,1,540,3
35,0,0,1050,0
36,0,0,930,0
37,2,0,630,2
38,0,0,990,0
39,0,0,690,0
40,2,0,510,2
41,0,1,1020,1
42,0,0,690,0
43,2,0,450,2
44,0,0,990,0
45,0,0,690,0
46,2,1,480,3
47,0,2,1050,2
48,0,0,690,0
49,2,0,390,2
50,0,1,840,1
51,0,0,570,0
52,2,0,270,2
53,0,1,840,1
54,0,0,570,0
55,2,0,330,2
56,0,1,840,1
57,0,2,630,2
58,2,0,270,2
59,0,1,720,1
60,0,0,510,0
61,2,0,330,2
62,0,1,840,1
63,0,0,570,0
64,2,0,330,2
65,0,0,870,0
66,0,0,510,0
67,2,1,420,3
68,0,1,1020,1
69,0,1,900,1
70,2,1,600,3
71,0,0,1050,0
72,0,0,810,0
73,2,0,630,2
74,0,0,1170,0
75,0,0,990,0
76,2,0,750,2
77,0,1,1080,1
78,0,2,990,2
79,2,0,630,2
80,0,0,1110,0
81,0,0,1050,0
82,2,0,690,2
83,0,0,1170,0
84,0,1,960,1
85,2,0,870,2
86,0,0,1290,0
87,0,2,1110,2
88,2,0,690,2
89,0,0,1230,0
90,0,0,990,0
91,2,1,720,3
92,0,0,1170,0
93,0,0,930,0
94,2,0,690,2
95,0,0,1230,0
96,0,0,1050,0
97,2,0,870,2
98,0,0,1110,0
99,0,2,1410,2
100,2,0,870,2
101,0,0,1350,0
102,0,1,1140,1
103,2,4,990,6
104,0,0,1470,0
105,0,1,1320,1
106,2,1,1140,3
107,0,0,1530,0
108,0,0,1290,0
109,2,0,1110,2
110,0,0,1530,0
111,0,0,1290,0
112,2,2,1230,4
113,0,0,1410,0
114,0,3,1740,3
115,2,0,1110,2
116,0,0,1530,0
117,0,0,1290,0
118,2,1,1140,3
119,0,0,1650,0
120,0,0,1410,0
121,2,0,1230,2
122,0,0,1830,0
123,0,0,1590,0
124,2,0,1350,2
125,0,0,1890,0
126,0,0,1590,0
127,2,0,1350,2
128,0,0,1890,0
129,0,0,1590,0
130,2,1,1260,3
131,0,0,1770,0
132,0,1,1500,1
133,2,1,1320,3
134,0,0,1710,0
135,0,0,1410,0
136,2,0,1290,2
137,0,0,1770,0
138,0,0,1650,0
139,2,0,1410,2
140,0,1,1860,1
141,0,0,1470,0
142,2,0,1230,2
143,0,0,1650,0
144,0,0,1470,0
145,2,2,1410,4
146,0,0,1770,0
147,0,0,1470,0
148,2,0,1290,2
149,0,0,1770,0
150,0,0,1530,0
151,2,0,1410,2
152,0,0,1890,0
153,0,0,1770,0
154,2,0,1530,2
155,0,0,1950,0
156,0,0,1650,0
157,2,1,1500,3
158,0,0,1890,0
159,0,0,1650,0
160,2,0,1350,2
161,0,1,1860,1
162,2,0,1290,2
163,0,3,1680,3
164,0,0,1830,0
165,0,0,1590,0
166,2,0,1350,2
167,0,0,1830,0
168,0,0,1590,0
169,2,0,1350,2
170,0,0,1830,0
171,0,0,1590,0
172,2,1,1440,3
173,0,0,1830,0
174,0,0,1590,0
175,2,1,1440,3
176,0,0,1950,0
177,0,0,1710,0
178,2,1,1440,3
179,0,0,1950,0
180,0,0,1710,0
181,2,2,1470,4
182,0,0,1830,0
183,0,1,1620,1
184,2,1,1380,3
185,0,0,1770,0
186,0,0,1530,0
187,2,0,1410,2
188,0,0,1950,0
189,0,1,1740,1
190,2,0,1470,2
191,0,0,1950,0
192,0,0,1710,0
193,2,1,1500,3
194,0,0,2010,0
195,0,0,1770,0
196,2,0,1470,2
197,0,1,1980,1
198,0,0,1710,0
199,2,0,1530,2
200,0,0,2070,0
201,0,1,1860,1
202,2,1,1680,3
203,0,1,2040,1
204,0,1,1800,1
205,2,0,1650,2
206,0,1,2040,1
207,0,0,1710,0
208,2,0,1470,2
209,0,0,1830,0
210,0,0,1650,0
211,2,1,1560,3
212,0,0,2010,0
213,0,0,1770,0
214,2,0,1590,2
215,0,0,2010,0
216,0,1,1800,1
217,2,0,1530,2
218,0,0,2070,0
219,0,1,1860,1
220,2,1,1620,3
221,0,0,2010,0
222,0,1,1800,1
223,2,1,1560,3
224,0,1,2040,1
225,0,2,1770,2
226,2,2,1470,4
227,0,1,1920,1
228,0,0,1530,0
229,2,0,1290,2
230,0,0,1710,0
231,0,1,1560,1
232,2,1,1200,3
233,0,0,1590,0
234,0,1,1440,1
235,2,0,1230,2
236,0,0,1770,0
237,0,0,1530,0
238,2,0,1230,2
239,0,0,1710,0
240,0,0,1530,0
241,2,0,1170,2
242,0,1,1680,1
243,0,0,1530,0
244,2,0,1350,2
245,0,0,1830,0
246,0,0,1590,0
247,2,0,1230,2
248,0,0,1650,0
249,0,0,1410,0
250,2,0,1230,2
251,0,1,1680,1
252,0,0,1410,0
253,2,0,1170,2
