time,rs_exec_time
00:00:00,
00:02:00,0.2506558895111084
00:04:00,0.3107280731201172
00:06:00,0.32842111587524414
00:08:00,0.2752199172973633
00:10:00,0.33781981468200684
00:12:00,0.2834131717681885
00:14:00,0.6388499736785889
00:16:00,0.2659492492675781
00:18:00,0.6001379489898682
00:20:00,0.3338141441345215
00:22:00,0.3201000690460205
00:24:00,0.2653310298919678
00:26:00,0.3422861099243164
00:28:00,0.26297807693481445
00:30:00,0.3310279846191406
00:32:00,0.32623815536499023
00:34:00,0.25909900665283203
00:36:00,0.33591198921203613
00:38:00,0.26239013671875
00:40:00,0.3270530700683594
00:42:00,0.3276329040527344
00:44:00,0.2666947841644287
00:46:00,0.33482813835144043
00:48:00,0.5751268863677979
00:50:00,0.5967450141906738
00:52:00,0.34361791610717773
00:54:00,0.26781392097473145
00:56:00,0.27916789054870605
00:58:00,0.3267800807952881
01:00:00,0.2591691017150879
01:02:00,0.36659884452819824
01:04:00,0.33052515983581543
01:06:00,0.26584911346435547
01:08:00,0.34513306617736816
01:10:00,0.2596421241760254
01:12:00,0.3330261707305908
01:14:00,0.3488781452178955
01:16:00,0.2663600444793701
01:18:00,0.3473689556121826
01:20:00,0.26315808296203613
01:22:00,0.32863306999206543
01:24:00,0.33889102935791016
01:26:00,0.2716069221496582
01:28:00,0.3393120765686035
01:30:00,0.2680792808532715
01:32:00,0.3406188488006592
01:34:00,0.327394962310791
01:36:00,0.26579880714416504
01:38:00,0.33913302421569824
01:40:00,0.33182311058044434
01:42:00,0.2729380130767822
01:44:00,0.3522517681121826
01:46:00,0.2614147663116455
01:48:00,0.3442380428314209
01:50:00,0.32709193229675293
01:52:00,0.26314496994018555
01:54:00,0.34427309036254883
01:56:00,0.2662627696990967
01:58:00,0.33510828018188477
02:00:00,0.32853102684020996
02:02:00,0.26308703422546387
02:04:00,0.34516310691833496
02:06:00,0.274029016494751
02:08:00,0.25904417037963867
02:10:00,0.32677698135375977
02:12:00,0.26236486434936523
02:14:00,0.3339719772338867
02:16:00,0.3363981246948242
02:18:00,0.2752492427825928
02:20:00,0.35321784019470215
02:22:00,0.27684998512268066
02:24:00,0.34757423400878906
02:26:00,0.3278830051422119
02:28:00,0.2724177837371826
02:30:00,0.3466970920562744
02:32:00,0.2652432918548584
02:34:00,0.28042006492614746
02:36:00,0.3328239917755127
02:38:00,0.6108481884002686
02:40:00,0.35545802116394043
02:42:00,0.27349233627319336
02:44:00,0.3553769588470459
02:46:00,0.6184799671173096
02:48:00,0.3601949214935303
02:50:00,0.26850104331970215
02:52:00,0.702984094619751
02:54:00,1.2465379238128662
02:56:00,0.36722898483276367
02:58:00,0.26853084564208984
03:00:00,0.35651302337646484
03:02:00,0.2778360843658447
03:04:00,0.346970796585083
03:06:00,0.3346569538116455
03:08:00,0.2707021236419678
03:10:00,0.34250426292419434
