,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,1080,0
1,0,0,1650,0
2,0,0,2130,0
3,0,1,1620,1
4,0,0,1110,0
5,0,0,1590,0
6,0,0,990,0
7,0,0,1440,0
8,0,0,2010,0
9,0,1,1620,1
10,0,0,1020,0
11,0,0,1560,0
12,0,0,1410,0
13,0,2,1260,2
14,1,1,2010,2
15,0,0,1140,0
16,0,2,1950,2
17,0,0,1080,0
18,1,1,1830,2
19,1,0,1560,1
20,0,0,990,0
21,0,0,1710,0
22,0,0,1500,0
23,0,0,1140,0
24,0,0,1830,0
25,0,1,1470,1
26,0,0,1170,0
27,1,0,1470,1
28,0,0,2130,0
29,0,1,1530,1
30,0,0,1350,0
31,0,0,1200,0
32,0,0,1230,0
33,0,0,990,0
34,0,0,1890,0
35,0,0,1350,0
36,0,0,1860,0
37,0,0,1740,0
38,0,0,2070,0
39,0,1,1200,1
40,0,0,1620,0
41,0,0,1410,0
42,0,0,1740,0
43,0,0,1380,0
44,0,1,1770,1
45,0,0,1110,0
46,0,0,1740,0
47,0,0,1890,0
48,0,0,1230,0
49,0,0,1860,0
50,0,0,1350,0
51,0,1,2610,1
52,0,0,990,0
53,0,0,1350,0
54,0,0,1950,0
55,0,0,2850,0
56,0,0,1140,0
57,0,0,1650,0
58,0,0,1680,0
59,0,1,3210,1
60,0,1,1260,1
61,0,0,1560,0
62,0,0,1080,0
63,0,0,2070,0
64,0,0,1230,0
65,0,0,1710,0
66,0,0,1170,0
67,0,0,1920,0
68,0,0,1920,0
69,0,0,1380,0
70,0,0,1800,0
71,0,0,1200,0
72,0,0,2100,0
73,0,0,1800,0
74,0,0,2160,0
75,0,0,1320,0
76,0,1,2040,1
77,1,0,1770,1
78,0,0,1710,0
79,0,0,1590,0
80,0,0,1410,0
81,0,0,1680,0
82,0,0,1050,0
83,0,0,1650,0
84,0,1,1500,1
85,0,0,1380,0
86,0,1,1350,1
87,0,0,1650,0
88,0,0,1410,0
89,2,0,1110,2
90,0,0,1380,0
91,0,0,1050,0
92,0,0,1230,0
93,0,0,1650,0
94,0,0,2010,0
95,0,0,1380,0
96,0,0,1140,0
97,0,0,2040,0
98,0,1,1470,1
99,0,0,1230,0
100,0,0,1410,0
101,0,0,1980,0
102,0,0,1440,0
103,0,0,1020,0
104,0,0,1500,0
105,0,0,1980,0
106,0,0,1680,0
107,0,0,1170,0
108,0,0,1680,0
109,0,0,1320,0
110,0,0,1890,0
111,1,1,1380,2
112,0,0,1320,0
113,0,0,1590,0
114,0,0,1380,0
115,0,0,1800,0
116,0,0,1470,0
117,0,0,1290,0
118,0,0,1710,0
119,1,0,1590,1
120,0,1,1560,1
121,0,0,1440,0
122,0,0,1080,0
123,0,0,1980,0
124,0,0,1080,0
125,0,0,1470,0
126,0,0,1890,0
127,0,0,1380,0
128,0,0,990,0
129,1,0,1890,1
130,0,0,1440,0
131,0,0,2220,0
132,0,2,1620,2
133,0,1,1140,1
134,0,0,2040,0
135,0,0,1800,0
136,0,2,2760,2
137,0,0,1050,0
138,0,0,1740,0
139,0,0,2460,0
140,1,0,1500,1
141,0,0,2340,0
142,0,1,1620,1
143,0,0,1440,0
144,0,0,1410,0
145,0,0,1110,0
146,0,0,1410,0
147,0,0,1800,0
148,0,0,1650,0
149,0,0,1470,0
150,0,0,1110,0
151,0,0,990,0
152,0,0,1500,0
153,0,1,1950,1
154,0,0,1140,0
155,0,0,1740,0
156,0,0,1200,0
157,0,0,1110,0
158,0,0,1530,0
159,0,0,2430,0
160,0,0,870,0
161,0,0,1500,0
162,0,0,1920,0
163,0,1,1230,1
164,0,0,990,0
165,0,0,1680,0
166,0,1,1290,1
167,0,1,1290,1
168,0,0,1920,0
169,0,0,1530,0
170,0,0,1950,0
171,0,0,1410,0
172,0,0,2100,0
173,0,0,1290,0
174,0,0,1950,0
175,0,1,1710,1
176,1,1,930,2
177,0,0,1320,0
178,0,0,1620,0
179,0,1,1440,1
180,0,0,1620,0
181,0,0,1500,0
182,0,0,1440,0
183,0,0,2100,0
184,0,0,1770,0
185,0,0,1170,0
186,0,2,1980,2
187,0,0,1740,0
188,0,0,1170,0
189,0,0,1590,0
190,0,0,1560,0
191,0,0,1980,0
192,0,0,1800,0
193,0,0,1620,0
194,0,0,2250,0
195,0,0,1500,0
196,0,0,1800,0
197,1,0,1380,1
198,0,1,1740,1
199,0,0,1800,0
200,0,0,1200,0
201,0,0,1560,0
202,0,1,1140,1
203,0,0,2460,0
204,0,0,1320,0
205,1,0,1920,1
206,0,0,1080,0
207,0,0,1830,0
208,0,0,1260,0
209,0,0,1770,0
210,0,0,2550,0
211,0,1,1380,1
212,0,0,2010,0
213,0,0,1380,0
214,0,0,2070,0
215,0,0,1500,0
216,0,1,2040,1
217,0,0,1410,0
218,0,0,1290,0
219,0,0,1800,0
220,1,0,1140,1
221,0,0,930,0
222,0,0,1320,0
223,0,0,1680,0
224,0,0,1440,0
225,0,0,1110,0
226,0,0,1410,0
227,0,1,1320,1
228,0,0,1020,0
229,0,0,1950,0
230,0,1,1530,1
231,0,0,1260,0
232,0,0,1290,0
233,0,0,840,0
234,0,0,1350,0
235,0,0,1920,0
236,0,0,1470,0
237,0,0,1230,0
238,0,0,1830,0
239,2,0,1470,2
240,0,0,1200,0
241,0,1,1080,1
242,0,0,1500,0
243,0,0,1950,0
244,0,1,1230,1
245,0,0,1950,0
246,0,0,1860,0
247,1,0,1380,1
248,0,0,1950,0
249,0,1,1920,1
