,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,9,2220,9
1,0,1,1620,1
2,0,0,1410,0
3,0,1,2160,1
4,0,4,2550,4
5,0,1,1500,1
6,0,0,2220,0
7,0,4,2160,4
8,0,9,1620,9
9,0,8,1410,8
10,0,3,2610,3
11,0,6,1170,6
12,0,5,1530,5
13,0,2,2490,2
14,2,0,2130,2
15,0,3,3570,3
16,0,3,1530,3
17,0,7,1860,7
18,0,9,1200,9
19,0,3,2640,3
20,0,0,1500,0
21,0,0,1860,0
22,1,0,2160,1
23,0,4,2640,4
24,0,6,1950,6
25,0,8,1590,8
26,0,2,2610,2
27,0,8,2130,8
28,0,2,1980,2
29,0,2,2700,2
30,2,4,1980,6
31,3,9,1830,12
32,0,6,1320,6
33,0,0,2220,0
34,0,5,1860,5
35,1,4,1290,5
36,0,0,1920,0
37,1,2,3120,3
38,0,2,2730,2
39,0,0,1320,0
40,0,1,2220,1
41,1,3,2580,4
42,3,2,1950,5
43,0,5,1320,5
44,0,0,1770,0
45,0,0,2310,0
46,0,7,1920,7
47,0,0,1260,0
48,0,0,2310,0
49,0,5,2580,5
50,0,3,1680,3
51,0,0,2160,0
52,0,3,1830,3
53,0,7,1560,7
54,0,0,1380,0
55,0,1,2550,1
56,2,3,2310,5
57,0,6,1410,6
58,0,2,2160,2
59,2,4,1620,6
60,0,2,2550,2
61,0,4,2280,4
62,0,0,1680,0
63,1,0,2190,1
64,0,3,1500,3
65,2,1,1380,3
66,0,8,2070,8
67,2,0,1500,2
68,0,3,2130,3
69,0,5,2160,5
70,0,0,1380,0
71,0,2,2160,2
72,1,4,1920,5
73,0,4,2010,4
74,0,3,2310,3
75,0,8,2670,8
76,0,2,1890,2
77,0,2,2340,2
78,1,2,1800,3
79,0,7,3420,7
80,0,5,1830,5
81,0,1,1560,1
82,0,3,2520,3
83,0,7,1530,7
84,1,8,1440,9
85,0,0,1230,0
86,0,1,3030,1
87,2,0,2400,2
88,0,4,3060,4
89,0,7,1620,7
90,0,3,2310,3
91,0,4,2370,4
92,0,0,1860,0
93,0,1,1890,1
94,0,5,1800,5
95,0,3,2790,3
96,0,7,2040,7
97,0,5,1860,5
98,0,7,2100,7
99,0,6,1320,6
100,0,7,2400,7
101,0,2,1950,2
102,0,3,1590,3
103,1,2,2520,3
104,0,5,1080,5
105,0,0,1860,0
106,0,0,1620,0
107,1,0,3240,1
108,0,2,2460,2
109,0,5,1890,5
110,1,9,1650,10
111,0,2,1710,2
112,0,2,1710,2
113,0,2,2130,2
114,0,4,2700,4
115,1,4,1170,5
116,0,0,2190,0
117,0,1,2610,1
118,0,3,2130,3
119,0,4,1950,4
120,2,4,1410,6
121,0,0,1920,0
122,1,0,2820,1
123,1,0,1380,1
124,0,2,930,2
125,0,0,2160,0
126,0,1,1710,1
127,1,2,2100,3
128,0,7,1680,7
129,0,3,1560,3
130,1,0,2250,1
131,0,3,1740,3
132,0,0,2340,0
133,0,6,2250,6
134,2,5,2040,7
135,0,5,1920,5
136,2,8,1650,10
137,0,1,2370,1
138,0,0,1470,0
139,0,3,2820,3
140,0,0,1560,0
141,0,1,1950,1
142,0,0,2430,0
143,0,0,2310,0
144,1,0,1650,1
145,1,1,2040,2
146,0,5,1590,5
147,0,3,1140,3
148,0,1,2550,1
149,1,2,1740,3
150,0,5,2490,5
151,0,3,1560,3
152,0,5,2100,5
153,0,3,1560,3
154,0,2,1860,2
155,0,6,2010,6
156,0,8,1350,8
157,0,3,2250,3
158,0,5,2160,5
159,0,1,1890,1
160,2,0,1440,2
161,0,7,3300,7
162,0,6,2010,6
163,2,6,1230,8
164,0,0,3360,0
165,0,7,2160,7
166,0,5,1920,5
167,0,6,2910,6
168,0,0,1920,0
169,0,3,4170,3
170,0,6,2490,6
171,1,4,1890,5
172,0,1,1740,1
173,0,2,2610,2
174,0,1,1620,1
175,0,7,2550,7
176,0,2,2520,2
177,1,6,2700,7
178,3,6,1920,9
179,0,10,1560,10
180,0,1,2280,1
181,1,0,1290,1
182,1,4,3420,5
183,0,8,1920,8
184,3,6,2520,9
185,0,0,1830,0
186,1,0,1650,1
187,0,6,1770,6
188,0,6,1260,6
189,0,7,1650,7
190,0,4,2340,4
191,0,7,1860,7
192,0,0,1560,0
193,0,3,2550,3
194,0,4,1860,4
195,0,3,1980,3
196,0,1,2190,1
197,0,1,1710,1
198,0,6,2190,6
199,0,9,2040,9
200,0,1,1830,1
201,0,0,1650,0
202,1,2,3030,3
