,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,1710,0
1,0,1,1200,1
2,0,0,1650,0
3,0,0,1980,0
4,0,0,1890,0
5,0,2,1350,2
6,0,1,1680,1
7,0,1,2490,1
8,0,3,1650,3
9,0,0,1650,0
10,0,0,1470,0
11,0,1,1350,1
12,0,2,2370,2
13,0,1,1380,1
14,2,0,1110,2
15,0,0,2040,0
16,0,0,1350,0
17,0,1,1320,1
18,0,1,1950,1
19,0,1,1560,1
20,0,0,1290,0
21,0,0,1110,0
22,0,0,1800,0
23,0,0,1050,0
24,0,0,1710,0
25,0,2,1680,2
26,0,0,1470,0
27,0,3,1650,3
28,0,0,1830,0
29,0,0,1620,0
30,0,0,1410,0
31,0,0,2040,0
32,0,2,1860,2
33,0,0,1230,0
34,1,0,1830,1
35,0,4,2400,4
36,0,2,1890,2
37,0,0,1500,0
38,0,0,1230,0
39,1,5,2220,6
40,0,0,1140,0
41,0,1,2370,1
42,0,1,1860,1
43,0,0,1050,0
44,0,0,1530,0
45,1,1,1980,2
46,0,0,1380,0
47,0,0,1680,0
48,0,2,1830,2
49,0,0,1590,0
50,0,0,1410,0
51,0,0,1890,0
52,0,1,1590,1
53,0,0,1980,0
54,0,2,1410,2
55,0,0,1170,0
56,0,0,1980,0
57,0,0,1050,0
58,0,1,1680,1
59,0,0,1500,0
60,1,1,2070,2
61,0,0,960,0
62,0,0,1440,0
63,0,1,2040,1
64,0,2,1170,2
65,0,0,1620,0
66,2,1,1170,3
67,0,0,1620,0
68,2,2,1500,4
69,4,3,1350,7
70,0,0,1440,0
71,2,0,1260,2
72,0,0,2040,0
73,0,1,1680,1
74,0,1,1770,1
75,0,0,1950,0
76,0,0,1530,0
77,0,0,2520,0
78,0,0,2070,0
79,0,1,1560,1
80,0,2,1950,2
81,0,0,1860,0
82,0,0,1170,0
83,0,1,1680,1
84,1,1,1110,2
85,0,0,1380,0
86,0,0,2670,0
87,0,0,1770,0
88,0,0,2610,0
89,0,1,1860,1
90,0,0,2010,0
91,0,0,1140,0
92,0,3,1860,3
93,0,0,2700,0
94,2,1,1230,3
95,0,1,1980,1
96,0,0,1770,0
97,0,2,1860,2
98,1,0,1260,1
99,0,1,1830,1
100,0,2,1020,2
101,0,1,1440,1
102,0,0,2010,0
103,0,0,1320,0
104,0,0,2640,0
105,0,1,2070,1
106,0,4,1950,4
107,0,3,1170,3
108,0,1,1500,1
109,1,0,1890,1
110,0,0,1680,0
111,0,0,1710,0
112,0,0,1440,0
113,0,0,1950,0
114,0,0,2340,0
115,0,0,1680,0
116,0,0,1500,0
117,0,0,2250,0
118,0,2,1410,2
119,0,1,1230,1
120,0,0,1800,0
121,0,1,2220,1
122,0,0,1740,0
123,0,1,1230,1
124,0,1,1650,1
125,0,1,1080,1
126,0,0,1590,0
127,0,0,1980,0
128,0,0,1410,0
129,0,0,1260,0
130,0,2,2040,2
131,1,0,1500,1
132,0,0,1920,0
133,0,2,1440,2
134,1,1,1710,2
135,0,0,1470,0
136,0,2,1290,2
137,0,0,2070,0
138,0,0,1800,0
139,0,0,1590,0
140,0,0,1560,0
141,0,0,1590,0
142,0,1,2070,1
143,0,0,2010,0
144,0,1,1410,1
145,0,1,1770,1
146,0,1,1110,1
147,0,0,1980,0
148,0,1,1770,1
149,0,0,960,0
150,0,0,1650,0
151,0,0,1920,0
152,1,0,1500,1
153,0,0,1050,0
154,0,0,1680,0
155,0,0,2040,0
156,0,1,1230,1
157,0,0,1110,0
158,0,0,1950,0
159,0,0,1350,0
160,0,1,2670,1
161,0,0,1500,0
162,0,0,1860,0
163,0,1,2820,1
164,0,1,1140,1
165,0,0,2160,0
166,1,0,1620,1
167,0,0,1170,0
168,1,1,3120,2
169,0,1,2190,1
170,0,0,1440,0
171,0,0,1440,0
172,0,0,1470,0
173,0,1,1860,1
174,0,0,1440,0
175,0,0,2190,0
176,0,0,1950,0
177,0,0,2010,0
178,2,0,1230,2
179,0,0,1590,0
180,0,2,1740,2
181,0,0,2700,0
182,1,0,1740,1
183,2,1,1590,3
184,0,2,1920,2
185,0,1,1800,1
186,0,0,1620,0
187,0,0,1560,0
188,0,3,1110,3
189,0,0,1440,0
190,0,1,1950,1
191,0,1,1410,1
192,0,1,1140,1
193,0,1,1980,1
194,0,1,1440,1
195,0,1,1500,1
196,0,0,2040,0
197,0,0,990,0
198,0,0,1260,0
199,0,0,2010,0
200,0,0,1860,0
201,0,0,1710,0
202,0,1,1620,1
203,2,1,1260,3
204,0,2,1560,2
205,0,0,960,0
206,0,0,1320,0
207,0,0,1650,0
208,0,1,900,1
209,0,0,1290,0
210,0,0,1650,0
211,0,3,1470,3
212,0,0,1170,0
213,0,3,1170,3
214,0,1,1830,1
215,1,0,1080,1
216,0,2,1440,2
217,0,0,2460,0
218,1,0,1380,1
219,0,0,2010,0
220,1,0,1890,1
221,1,0,1650,1
222,0,0,1410,0
223,0,2,930,2
224,0,0,1740,0
225,0,0,1200,0
226,0,2,1620,2
227,0,0,1560,0
228,0,0,1470,0
229,0,2,1470,2
230,0,0,1800,0
231,0,0,1290,0
232,0,3,1380,3
233,0,0,1590,0
234,0,0,1530,0
235,0,0,1350,0
236,0,0,1170,0
237,0,1,1980,1
238,0,1,1440,1
239,1,0,1770,1
240,2,1,1320,3
241,0,1,1650,1
242,0,0,1410,0
243,0,0,1800,0
244,0,0,1620,0
245,0,0,1200,0
246,0,0,1680,0
247,0,0,1380,0
248,0,0,1770,0
249,0,0,1560,0
250,0,1,1560,1
251,0,3,2130,3
252,0,0,2160,0
253,2,0,1200,2
254,1,0,1560,1
255,1,0,1980,1
256,0,2,1350,2
257,0,2,1230,2
258,0,2,2040,2
