,rs_exec_time
00:00:00,
00:10:00,0.036063432693481445
00:20:00,0.08926582336425781
00:30:00,0.06936120986938477
00:40:00,0.07507443428039551
00:50:00,0.07617712020874023
01:00:00,0.1350250244140625
01:10:00,0.0818936824798584
01:20:00,0.13869500160217285
01:30:00,0.08816409111022949
01:40:00,0.09570884704589844
01:50:00,0.08922815322875977
02:00:00,0.09169697761535645
02:10:00,0.10024642944335938
02:20:00,0.10013508796691895
02:30:00,0.0937507152557373
02:40:00,0.09432387351989746
02:50:00,0.09429168701171875
03:00:00,0.09815287590026855
03:10:00,0.2434077262878418
03:20:00,0.10249853134155273
03:30:00,0.09536576271057129
03:40:00,0.11062145233154297
03:50:00,0.10719728469848633
04:00:00,0.11049938201904297
04:10:00,0.1179969310760498
04:20:00,0.12537932395935059
04:30:00,0.12569212913513184
04:40:00,0.17838144302368164
04:50:00,0.11585044860839844
05:00:00,0.11723113059997559
05:10:00,0.11714291572570801
05:20:00,0.12346625328063965
05:30:00,0.11890888214111328
05:40:00,0.12943482398986816
05:50:00,0.1200406551361084
06:00:00,0.17716741561889648
06:10:00,0.13169550895690918
06:20:00,0.13853740692138672
06:30:00,0.13330721855163574
06:40:00,0.22362947463989258
06:50:00,0.15092039108276367
07:00:00,0.21004462242126465
07:10:00,0.13548016548156738
07:20:00,0.14854979515075684
07:30:00,0.14183831214904785
07:40:00,0.14286589622497559
07:50:00,0.13977575302124023
08:00:00,0.1383075714111328
08:10:00,0.1978309154510498
08:20:00,0.1521778106689453
08:30:00,0.1553037166595459
08:40:00,0.29143786430358887
08:50:00,0.14974522590637207
09:00:00,0.21494436264038086
09:10:00,0.1605238914489746
09:20:00,0.15926122665405273
09:30:00,0.1519479751586914
09:40:00,0.15345454216003418
09:50:00,0.23523712158203125
10:00:00,0.4819810390472412
10:10:00,0.18244290351867676
10:20:00,0.2252516746520996
10:30:00,0.16179323196411133
10:40:00,0.1750931739807129
10:50:00,0.17287230491638184
11:00:00,0.1768176555633545
11:10:00,0.2479565143585205
11:20:00,0.17968320846557617
11:30:00,0.18373990058898926
11:40:00,0.1983938217163086
11:50:00,0.18087124824523926
12:00:00,0.23892569541931152
12:10:00,0.1858372688293457
12:20:00,0.1935286521911621
12:30:00,0.19271469116210938
12:40:00,0.2579312324523926
12:50:00,0.19304370880126953
13:00:00,0.20741057395935059
13:10:00,0.6320006847381592
13:20:00,0.22107934951782227
13:30:00,0.2061147689819336
13:40:00,0.2672865390777588
13:50:00,0.1982102394104004
14:00:00,0.20836949348449707
14:10:00,0.20336461067199707
14:20:00,0.2717726230621338
14:30:00,0.22440838813781738
14:40:00,0.21431517601013184
14:50:00,0.2235884666442871
15:00:00,0.28453612327575684
15:10:00,0.5684280395507812
15:20:00,0.45604372024536133
15:30:00,0.2353072166442871
15:40:00,0.22318768501281738
15:50:00,0.282407283782959
16:00:00,0.22383952140808105
16:10:00,0.22641515731811523
16:20:00,0.30400800704956055
16:30:00,0.23043489456176758
16:40:00,0.23085546493530273
16:50:00,0.22670936584472656
17:00:00,0.2922940254211426
17:10:00,0.23653912544250488
17:20:00,0.2341914176940918
17:30:00,0.3041679859161377
17:40:00,0.24247145652770996
17:50:00,0.2470228672027588
18:00:00,0.3088107109069824
18:10:00,0.24799776077270508
18:20:00,0.2689380645751953
18:30:00,0.3257462978363037
18:40:00,0.2590048313140869
18:50:00,0.24796819686889648
19:00:00,0.7709803581237793
19:10:00,0.24324679374694824
19:20:00,0.5572609901428223
19:30:00,1.1220080852508545
19:40:00,0.8343827724456787
19:50:00,0.3231773376464844
20:00:00,0.2671394348144531
20:10:00,0.26314473152160645
20:20:00,0.3512003421783447
20:30:00,0.2846066951751709
20:40:00,0.2730565071105957
20:50:00,0.33136940002441406
21:00:00,0.27041053771972656
21:10:00,0.2626333236694336
21:20:00,0.30867743492126465
21:30:00,0.22314882278442383
21:40:00,0.29856395721435547
21:50:00,0.2248363494873047
22:00:00,0.226578950881958
22:10:00,0.2988717555999756
22:20:00,0.22559022903442383
22:30:00,0.2246708869934082
22:40:00,0.2953667640686035
22:50:00,0.2243328094482422
23:00:00,0.22486329078674316
23:10:00,0.289043664932251
23:20:00,0.2246077060699463
23:30:00,0.22512030601501465
23:40:00,0.2932090759277344
