time,count,count_conflict,size
00:00:30,1,0,0.0
00:01:00,1,0,0.0
00:01:30,1,0,0.0
00:02:00,1,0,0.0
00:02:30,1,0,0.0
00:03:00,1,0,0.0
00:03:30,1,0,0.0
00:04:00,1,0,0.0
00:04:30,1,0,0.0
00:05:00,1,0,0.0
00:05:30,1,0,0.0
00:06:00,1,0,0.0
00:06:30,2,0,0.0
00:07:00,2,0,0.0
00:07:30,2,0,0.0
00:08:00,2,0,0.0
00:08:30,2,0,0.0
00:09:00,2,0,0.0
00:09:30,2,0,0.0
00:10:00,2,0,0.0
00:10:30,2,0,0.0
00:11:00,2,0,0.0
00:11:30,2,0,0.0
00:12:00,2,0,0.0
00:12:30,3,0,0.0
00:13:00,3,0,0.0
00:13:30,3,0,0.0
00:14:00,3,0,0.0
00:14:30,3,0,0.0
00:15:00,3,0,0.0
00:15:30,3,0,0.0
00:16:00,3,0,0.0
00:16:30,3,0,0.0
00:17:00,3,0,0.0
00:17:30,3,0,0.3333333333333333
00:18:00,3,0,0.3333333333333333
00:18:30,3,0,0.3333333333333333
00:19:00,3,0,0.3333333333333333
00:19:30,3,0,0.3333333333333333
00:20:00,3,0,0.3333333333333333
00:20:30,3,0,0.3333333333333333
00:21:00,3,0,0.3333333333333333
00:21:30,3,0,0.6666666666666666
00:22:00,3,0,0.6666666666666666
00:22:30,3,0,0.6666666666666666
00:23:00,3,0,0.6666666666666666
00:23:30,3,0,0.6666666666666666
00:24:00,3,0,0.6666666666666666
00:24:30,3,0,0.6666666666666666
00:25:00,3,0,0.6666666666666666
00:25:30,3,0,1.0
00:26:00,3,0,1.0
00:26:30,3,0,1.0
00:27:00,3,0,1.0
00:27:30,3,0,1.0
00:28:00,3,0,1.0
00:28:30,3,0,1.0
00:29:00,3,0,1.0
00:29:30,4,0,0.6666666666666666
00:30:00,5,1,0.3333333333333333
00:30:30,5,0,0.3333333333333333
00:31:00,4,0,0.3333333333333333
00:31:30,4,0,0.3333333333333333
00:32:00,4,0,0.3333333333333333
00:32:30,4,0,0.3333333333333333
00:33:00,4,0,0.3333333333333333
00:33:30,3,0,0.3333333333333333
00:34:00,3,0,0.3333333333333333
00:34:30,3,0,0.3333333333333333
00:35:00,3,0,0.3333333333333333
00:35:30,3,0,0.3333333333333333
00:36:00,3,0,0.3333333333333333
00:36:30,3,0,0.6666666666666666
00:37:00,3,0,0.6666666666666666
00:37:30,3,0,0.6666666666666666
00:38:00,3,0,0.6666666666666666
00:38:30,3,0,0.6666666666666666
00:39:00,3,0,0.6666666666666666
00:39:30,3,0,0.6666666666666666
00:40:00,3,0,0.6666666666666666
00:40:30,3,0,0.6666666666666666
00:41:00,3,0,0.6666666666666666
00:41:30,3,0,1.0
00:42:00,3,0,1.0
00:42:30,3,0,1.0
00:43:00,3,0,1.0
00:43:30,3,0,1.0
00:44:00,3,0,1.0
00:44:30,3,0,1.0
00:45:00,3,0,1.0
00:45:30,3,0,1.3333333333333333
00:46:00,3,0,1.3333333333333333
00:46:30,3,0,1.3333333333333333
00:47:00,3,0,1.3333333333333333
00:47:30,3,0,1.3333333333333333
00:48:00,3,0,1.3333333333333333
00:48:30,3,0,1.3333333333333333
00:49:00,3,0,1.3333333333333333
00:49:30,3,0,1.3333333333333333
00:50:00,3,0,1.3333333333333333
00:50:30,3,0,1.6666666666666667
00:51:00,3,0,1.6666666666666667
00:51:30,3,0,1.6666666666666667
00:52:00,3,0,1.6666666666666667
00:52:30,3,0,1.6666666666666667
00:53:00,3,0,1.6666666666666667
00:53:30,3,0,1.6666666666666667
00:54:00,3,0,1.6666666666666667
00:54:30,3,0,1.6666666666666667
00:55:00,3,0,1.6666666666666667
00:55:30,3,0,1.6666666666666667
00:56:00,3,0,1.6666666666666667
00:56:30,3,0,2.0
00:57:00,3,0,2.0
00:57:30,3,0,2.0
00:58:00,4,1,1.6666666666666667
00:58:30,6,1,1.0
00:59:00,5,0,1.0
00:59:30,5,1,1.0
01:00:00,5,1,1.0
01:00:30,5,1,1.0
01:01:00,3,0,1.0
01:01:30,3,0,1.0
01:02:00,3,0,1.0
01:02:30,3,0,1.0
01:03:00,3,0,1.0
01:03:30,3,0,1.0
01:04:00,3,0,1.0
01:04:30,3,0,1.3333333333333333
01:05:00,3,0,1.3333333333333333
01:05:30,3,0,1.3333333333333333
01:06:00,3,0,1.3333333333333333
01:06:30,3,0,1.3333333333333333
01:07:00,3,0,1.3333333333333333
01:07:30,3,0,1.3333333333333333
01:08:00,3,0,1.3333333333333333
01:08:30,3,0,1.3333333333333333
01:09:00,3,0,1.3333333333333333
01:09:30,3,0,1.6666666666666667
01:10:00,3,0,1.6666666666666667
01:10:30,3,0,1.6666666666666667
01:11:00,3,0,1.6666666666666667
01:11:30,3,0,1.6666666666666667
01:12:00,3,0,1.6666666666666667
01:12:30,3,0,1.6666666666666667
01:13:00,3,0,1.6666666666666667
01:13:30,3,0,1.6666666666666667
01:14:00,3,0,1.6666666666666667
01:14:30,3,0,1.6666666666666667
01:15:00,3,0,1.6666666666666667
01:15:30,3,0,2.0
01:16:00,3,0,2.0
01:16:30,3,0,2.0
01:17:00,3,0,2.0
01:17:30,3,0,2.0
01:18:00,3,0,2.0
01:18:30,3,0,2.0
01:19:00,3,0,2.0
01:19:30,3,0,2.0
01:20:00,3,0,2.0
01:20:30,3,0,2.3333333333333335
01:21:00,3,0,2.3333333333333335
01:21:30,3,0,2.3333333333333335
01:22:00,3,0,2.3333333333333335
01:22:30,3,0,2.3333333333333335
01:23:00,3,0,2.3333333333333335
01:23:30,3,0,2.3333333333333335
01:24:00,3,0,2.3333333333333335
01:24:30,3,0,2.3333333333333335
01:25:00,3,0,2.3333333333333335
01:25:30,5,0,2.0
01:26:00,4,0,2.0
01:26:30,5,0,1.6666666666666667
01:27:00,5,0,1.6666666666666667
01:27:30,4,0,1.6666666666666667
01:28:00,4,0,1.6666666666666667
01:28:30,3,0,1.6666666666666667
01:29:00,3,0,1.6666666666666667
01:29:30,3,0,2.0
01:30:00,3,0,2.0
01:30:30,3,0,2.0
01:31:00,3,0,2.0
01:31:30,3,0,2.0
01:32:00,3,0,2.0
01:32:30,3,0,2.0
01:33:00,3,0,2.0
01:33:30,3,0,2.0
01:34:00,3,0,2.0
01:34:30,3,0,2.3333333333333335
01:35:00,3,0,2.3333333333333335
01:35:30,3,0,2.3333333333333335
01:36:00,3,0,2.3333333333333335
01:36:30,3,0,2.3333333333333335
01:37:00,3,0,2.3333333333333335
01:37:30,3,0,2.3333333333333335
01:38:00,3,0,2.3333333333333335
01:38:30,3,0,2.3333333333333335
01:39:00,3,0,2.3333333333333335
01:39:30,3,0,2.3333333333333335
01:40:00,3,0,2.3333333333333335
01:40:30,3,0,2.3333333333333335
01:41:00,3,0,2.3333333333333335
01:41:30,3,0,2.6666666666666665
01:42:00,3,0,2.6666666666666665
01:42:30,3,0,2.6666666666666665
01:43:00,3,0,2.6666666666666665
01:43:30,3,0,2.6666666666666665
01:44:00,3,0,2.6666666666666665
01:44:30,3,0,2.6666666666666665
01:45:00,3,0,2.6666666666666665
01:45:30,3,0,2.6666666666666665
01:46:00,3,0,2.6666666666666665
01:46:30,3,0,3.0
01:47:00,3,0,3.0
01:47:30,3,0,3.0
01:48:00,3,0,3.0
01:48:30,3,0,3.0
01:49:00,3,0,3.0
01:49:30,3,0,3.3333333333333335
01:50:00,3,0,3.3333333333333335
01:50:30,3,0,3.3333333333333335
01:51:00,3,0,3.3333333333333335
01:51:30,3,0,3.3333333333333335
01:52:00,3,0,3.3333333333333335
01:52:30,3,0,3.3333333333333335
01:53:00,3,0,3.3333333333333335
01:53:30,4,0,3.0
01:54:00,5,1,2.6666666666666665
01:54:30,5,1,3.0
01:55:00,5,0,2.6666666666666665
01:55:30,4,0,2.6666666666666665
01:56:00,4,0,2.6666666666666665
01:56:30,3,0,2.6666666666666665
01:57:00,3,0,2.6666666666666665
01:57:30,3,0,2.6666666666666665
01:58:00,3,0,2.6666666666666665
01:58:30,3,0,2.6666666666666665
01:59:00,3,0,2.6666666666666665
01:59:30,3,0,3.0
02:00:00,3,0,3.0
02:00:30,3,0,3.0
02:01:00,3,0,3.0
02:01:30,3,0,3.0
02:02:00,3,0,3.0
02:02:30,3,0,3.0
02:03:00,3,0,3.0
02:03:30,3,0,3.0
02:04:00,3,0,3.0
02:04:30,3,0,3.0
02:05:00,3,0,3.0
02:05:30,3,0,3.3333333333333335
02:06:00,3,0,3.3333333333333335
02:06:30,3,0,3.3333333333333335
02:07:00,3,0,3.3333333333333335
02:07:30,3,0,3.3333333333333335
02:08:00,3,0,3.3333333333333335
02:08:30,3,0,3.3333333333333335
02:09:00,3,0,3.3333333333333335
02:09:30,3,0,3.3333333333333335
02:10:00,3,0,3.3333333333333335
02:10:30,3,0,3.3333333333333335
02:11:00,3,0,3.3333333333333335
02:11:30,3,0,3.6666666666666665
02:12:00,3,0,3.6666666666666665
02:12:30,3,0,3.6666666666666665
02:13:00,3,0,3.6666666666666665
02:13:30,3,0,3.6666666666666665
02:14:00,3,0,3.6666666666666665
02:14:30,3,0,3.6666666666666665
02:15:00,3,0,3.6666666666666665
02:15:30,3,0,4.0
02:16:00,3,0,4.0
02:16:30,3,0,4.0
02:17:00,3,0,4.0
02:17:30,3,0,4.0
02:18:00,3,0,4.0
02:18:30,3,0,4.0
02:19:00,3,0,4.0
02:19:30,3,0,4.333333333333333
02:20:00,3,0,4.333333333333333
02:20:30,3,0,4.333333333333333
02:21:00,3,0,4.333333333333333
02:21:30,4,0,4.0
02:22:00,4,1,3.6666666666666665
02:22:30,5,0,3.3333333333333335
02:23:00,5,1,3.3333333333333335
02:23:30,5,1,3.3333333333333335
02:24:00,5,1,3.3333333333333335
02:24:30,3,0,3.3333333333333335
02:25:00,3,0,3.3333333333333335
02:25:30,3,0,3.6666666666666665
02:26:00,3,0,3.6666666666666665
02:26:30,3,0,3.6666666666666665
02:27:00,3,0,3.6666666666666665
02:27:30,3,0,3.6666666666666665
02:28:00,3,0,3.6666666666666665
02:28:30,3,0,3.6666666666666665
02:29:00,3,0,3.6666666666666665
02:29:30,3,0,3.6666666666666665
02:30:00,3,0,3.6666666666666665
02:30:30,3,0,4.0
02:31:00,3,0,4.0
02:31:30,3,0,4.0
02:32:00,3,0,4.0
02:32:30,3,0,4.0
02:33:00,3,0,4.0
02:33:30,3,0,4.0
02:34:00,3,0,4.0
02:34:30,3,0,4.0
02:35:00,3,0,4.0
02:35:30,3,0,4.0
02:36:00,3,0,4.0
02:36:30,3,0,4.333333333333333
02:37:00,3,0,4.333333333333333
02:37:30,3,0,4.333333333333333
02:38:00,3,0,4.333333333333333
02:38:30,3,0,4.333333333333333
02:39:00,3,0,4.333333333333333
02:39:30,3,0,4.333333333333333
02:40:00,3,0,4.333333333333333
02:40:30,3,0,4.666666666666667
02:41:00,3,0,4.666666666666667
02:41:30,3,0,4.666666666666667
02:42:00,3,0,4.666666666666667
02:42:30,3,0,4.666666666666667
02:43:00,3,0,4.666666666666667
02:43:30,3,0,4.666666666666667
02:44:00,3,0,4.666666666666667
02:44:30,3,0,4.666666666666667
02:45:00,3,0,4.666666666666667
02:45:30,3,0,5.0
02:46:00,3,0,5.0
02:46:30,3,0,5.0
02:47:00,3,0,5.0
02:47:30,3,0,5.0
02:48:00,3,0,5.0
02:48:30,3,0,5.0
02:49:00,3,0,5.0
02:49:30,5,0,4.333333333333333
02:50:00,5,1,4.333333333333333
02:50:30,6,1,4.0
02:51:00,5,0,4.0
02:51:30,4,0,4.333333333333333
02:52:00,4,0,4.333333333333333
02:52:30,3,0,4.333333333333333
02:53:00,3,0,4.333333333333333
02:53:30,3,0,4.333333333333333
02:54:00,3,0,4.333333333333333
02:54:30,3,0,4.333333333333333
02:55:00,3,0,4.333333333333333
02:55:30,3,0,4.666666666666667
02:56:00,3,0,4.666666666666667
02:56:30,3,0,4.666666666666667
02:57:00,3,0,4.666666666666667
02:57:30,3,0,4.666666666666667
02:58:00,3,0,4.666666666666667
02:58:30,3,0,4.666666666666667
02:59:00,3,0,4.666666666666667
02:59:30,3,0,5.0
03:00:00,3,0,5.0
03:00:30,3,0,5.0
03:01:00,3,0,5.0
03:01:30,3,0,5.0
03:02:00,3,0,5.0
03:02:30,3,0,5.333333333333333
03:03:00,3,0,5.333333333333333
03:03:30,3,0,5.333333333333333
03:04:00,3,0,5.333333333333333
03:04:30,3,0,5.333333333333333
03:05:00,3,0,5.333333333333333
03:05:30,3,0,5.333333333333333
03:06:00,3,0,5.333333333333333
03:06:30,3,0,5.333333333333333
03:07:00,3,0,5.333333333333333
03:07:30,3,0,5.333333333333333
03:08:00,3,0,5.333333333333333
03:08:30,3,0,5.666666666666667
03:09:00,3,0,5.666666666666667
03:09:30,3,0,5.666666666666667
03:10:00,3,0,5.666666666666667
03:10:30,3,0,5.666666666666667
03:11:00,3,0,5.666666666666667
03:11:30,3,0,5.666666666666667
03:12:00,3,0,5.666666666666667
03:12:30,3,0,5.666666666666667
03:13:00,3,0,5.666666666666667
03:13:30,3,0,5.666666666666667
03:14:00,3,0,5.666666666666667
03:14:30,3,0,5.666666666666667
03:15:00,3,0,5.666666666666667
03:15:30,3,0,6.0
03:16:00,3,0,6.0
03:16:30,3,0,6.0
03:17:00,3,0,6.0
03:17:30,5,0,5.333333333333333
03:18:00,4,0,5.333333333333333
03:18:30,4,0,5.333333333333333
03:19:00,4,0,5.0
03:19:30,4,0,5.0
03:20:00,4,0,5.0
03:20:30,4,0,5.0
03:21:00,3,0,5.0
03:21:30,3,0,5.333333333333333
03:22:00,3,0,5.333333333333333
03:22:30,3,0,5.333333333333333
03:23:00,3,0,5.333333333333333
03:23:30,3,0,5.333333333333333
03:24:00,3,0,5.333333333333333
03:24:30,3,0,5.333333333333333
03:25:00,3,0,5.333333333333333
03:25:30,3,0,5.666666666666667
03:26:00,3,0,5.666666666666667
03:26:30,3,0,5.666666666666667
03:27:00,3,0,5.666666666666667
03:27:30,3,0,5.666666666666667
03:28:00,3,0,5.666666666666667
03:28:30,3,0,5.666666666666667
03:29:00,3,0,5.666666666666667
03:29:30,3,0,5.666666666666667
03:30:00,3,0,5.666666666666667
03:30:30,3,0,6.0
03:31:00,3,0,6.0
03:31:30,3,0,6.0
03:32:00,3,0,6.0
03:32:30,3,0,6.0
03:33:00,3,0,6.0
03:33:30,3,0,6.0
03:34:00,3,0,6.0
03:34:30,3,0,6.0
03:35:00,3,0,6.0
03:35:30,3,0,6.0
03:36:00,3,0,6.0
03:36:30,3,0,6.333333333333333
03:37:00,3,0,6.333333333333333
03:37:30,3,0,6.333333333333333
03:38:00,3,0,6.333333333333333
03:38:30,3,0,6.333333333333333
03:39:00,3,0,6.333333333333333
03:39:30,3,0,6.333333333333333
03:40:00,3,0,6.333333333333333
03:40:30,3,0,6.333333333333333
03:41:00,3,0,6.333333333333333
03:41:30,3,0,6.666666666666667
03:42:00,3,0,6.666666666666667
03:42:30,3,0,6.666666666666667
03:43:00,3,0,6.666666666666667
03:43:30,3,0,6.666666666666667
03:44:00,3,0,6.666666666666667
03:44:30,3,0,6.666666666666667
03:45:00,3,0,6.666666666666667
03:45:30,4,0,6.666666666666667
03:46:00,4,0,6.333333333333333
03:46:30,4,0,6.333333333333333
03:47:00,4,0,6.333333333333333
03:47:30,3,0,6.333333333333333
03:48:00,4,0,6.0
03:48:30,4,0,6.0
03:49:00,4,0,6.0
03:49:30,3,0,6.0
03:50:00,3,0,6.0
03:50:30,3,0,6.0
03:51:00,3,0,6.0
03:51:30,3,0,6.333333333333333
03:52:00,3,0,6.333333333333333
03:52:30,3,0,6.333333333333333
03:53:00,3,0,6.333333333333333
03:53:30,3,0,6.333333333333333
03:54:00,3,0,6.333333333333333
03:54:30,3,0,6.333333333333333
03:55:00,3,0,6.333333333333333
03:55:30,3,0,6.333333333333333
03:56:00,3,0,6.333333333333333
03:56:30,3,0,6.666666666666667
03:57:00,3,0,6.666666666666667
03:57:30,3,0,6.666666666666667
03:58:00,3,0,6.666666666666667
03:58:30,3,0,6.666666666666667
03:59:00,3,0,6.666666666666667
03:59:30,3,0,6.666666666666667
04:00:00,3,0,6.666666666666667
04:00:30,3,0,7.0
04:01:00,3,0,7.0
04:01:30,3,0,7.0
04:02:00,3,0,7.0
04:02:30,3,0,7.0
04:03:00,3,0,7.0
04:03:30,3,0,7.0
04:04:00,3,0,7.0
04:04:30,3,0,7.0
04:05:00,3,0,7.0
04:05:30,3,0,7.0
04:06:00,3,0,7.0
04:06:30,3,0,7.333333333333333
04:07:00,3,0,7.333333333333333
04:07:30,3,0,7.333333333333333
04:08:00,3,0,7.333333333333333
04:08:30,3,0,7.333333333333333
04:09:00,3,0,7.333333333333333
04:09:30,3,0,7.333333333333333
04:10:00,3,0,7.333333333333333
04:10:30,3,0,7.333333333333333
04:11:00,3,0,7.333333333333333
04:11:30,3,0,7.333333333333333
04:12:00,3,0,7.333333333333333
04:12:30,3,0,7.666666666666667
04:13:00,3,0,7.666666666666667
04:13:30,4,0,7.333333333333333
04:14:00,4,0,7.0
04:14:30,4,0,7.0
04:15:00,4,0,7.0
04:15:30,4,0,6.666666666666667
04:16:00,4,0,6.666666666666667
04:16:30,4,0,6.666666666666667
04:17:00,4,0,6.666666666666667
04:17:30,4,0,6.666666666666667
04:18:00,3,0,6.666666666666667
04:18:30,3,0,7.0
