,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,2370,0
1,2,0,1890,2
2,4,0,1530,4
3,0,0,1500,0
4,0,0,3570,0
5,1,0,2130,1
6,4,0,1290,4
7,3,2,1650,5
8,0,0,2700,0
9,0,0,2010,0
10,0,0,2370,0
11,1,0,3330,1
12,2,0,1110,2
13,0,0,1980,0
14,0,0,1050,0
15,0,0,1710,0
16,0,0,2430,0
17,1,0,3150,1
18,1,0,2250,1
19,0,0,1950,0
20,0,2,1590,2
21,0,0,2550,0
22,0,0,3240,0
23,0,0,2670,0
24,0,0,2250,0
25,1,0,1830,1
26,0,0,2310,0
27,0,0,1800,0
28,0,0,1710,0
29,0,0,2670,0
30,1,0,1590,1
31,0,0,2580,0
32,0,0,2340,0
33,2,0,1380,2
34,0,0,1380,0
35,0,0,2190,0
36,3,0,2910,3
37,2,2,2070,4
38,0,1,1470,1
39,0,2,2100,2
40,0,0,930,0
41,0,0,2160,0
42,0,1,2490,1
43,0,0,1560,0
44,0,0,1260,0
45,1,0,1620,1
46,2,0,2040,2
47,0,0,3300,0
48,1,0,1260,1
49,0,0,2520,0
50,0,0,1650,0
51,0,0,2250,0
52,0,0,2220,0
53,2,0,1440,2
54,0,0,2910,0
55,0,0,990,0
56,1,0,1890,1
57,0,0,2550,0
58,0,1,2490,1
59,0,0,990,0
60,0,0,1770,0
61,1,0,2130,1
62,1,1,2880,2
63,0,0,3210,0
64,1,1,1800,2
65,0,0,2310,0
66,2,0,2010,2
67,2,0,1830,2
68,0,0,1590,0
69,0,0,2130,0
70,0,0,2490,0
71,0,0,2160,0
72,2,1,1590,3
73,0,0,1020,0
74,0,2,2010,2
75,1,0,1710,1
76,0,0,1620,0
77,0,0,2640,0
78,0,0,3420,0
79,0,0,1980,0
80,1,0,1080,1
81,0,0,1860,0
82,0,0,2610,0
83,0,0,1350,0
84,0,1,2040,1
85,1,0,2370,1
86,0,0,1800,0
87,1,0,3180,1
88,0,1,1290,1
89,0,0,1590,0
90,0,0,2310,0
91,0,0,1020,0
92,0,1,2250,1
93,0,0,1620,0
94,0,0,1320,0
95,1,0,1620,1
96,0,0,1950,0
97,1,0,2250,1
98,0,0,1710,0
99,2,1,1500,3
100,0,0,2610,0
101,0,0,1410,0
102,0,0,1710,0
103,0,0,3810,0
104,1,1,2220,2
105,0,0,1260,0
106,0,0,2370,0
107,0,3,1800,3
108,1,0,1470,1
109,2,0,5070,2
110,6,0,1350,6
111,0,0,2340,0
112,0,0,1650,0
113,0,0,2130,0
114,2,0,2010,2
115,2,0,5670,2
116,0,0,2580,0
117,0,0,1740,0
118,0,0,870,0
119,0,0,2610,0
120,0,0,6870,0
121,0,0,2610,0
122,1,0,1830,1
123,0,0,3690,0
124,1,0,1470,1
125,2,0,2850,2
126,6,0,1890,6
127,0,1,3540,1
128,0,0,1440,0
129,0,0,2430,0
130,2,0,1350,2
131,0,1,3840,1
132,1,0,1290,1
133,0,1,3300,1
134,2,0,2250,2
135,2,0,2070,2
136,0,0,4470,0
137,0,1,2070,1
138,0,0,2100,0
139,0,0,1650,0
140,0,0,1260,0
141,1,0,5460,1
142,0,1,2970,1
143,0,0,1680,0
144,1,1,2070,2
145,0,1,4680,1
146,0,0,1800,0
147,0,0,2040,0
148,1,1,2370,2
149,0,0,1320,0
150,1,1,1950,2
151,0,0,5070,0
152,0,0,2940,0
153,1,0,2160,1
154,3,0,1680,3
155,2,0,2580,2
156,0,0,6090,0
157,1,0,2250,1
158,0,0,1980,0
159,0,1,1200,1
160,1,0,1890,1
161,0,0,7170,0
162,1,0,3090,1
163,0,0,2940,0
164,1,0,1260,1
165,1,0,2400,1
166,0,1,1770,1
167,0,0,7350,0
168,0,0,3420,0
169,1,0,2100,1
170,1,0,2460,1
171,3,1,1590,4
172,0,0,5670,0
173,0,0,3210,0
174,2,0,1350,2
175,2,0,2790,2
176,4,0,2430,4
177,5,0,1110,5
178,6,0,1410,6
179,3,1,1980,4
180,1,0,2430,1
181,0,0,1770,0
182,0,0,1560,0
183,0,0,1140,0
184,0,0,2280,0
185,0,0,1500,0
186,0,0,1920,0
187,0,0,2340,0
188,0,0,1920,0
189,0,0,1710,0
190,2,0,1530,2
191,2,2,1170,4
192,4,0,2250,4
193,0,0,3000,0
194,0,0,1950,0
195,0,0,4140,0
196,0,0,1500,0
197,0,0,2520,0
198,2,0,1980,2
199,0,0,2160,0
200,0,0,2490,0
201,0,0,1950,0
202,1,0,1710,1
203,6,1,1200,7
204,0,0,1590,0
205,0,0,1890,0
206,0,0,1230,0
207,0,0,1680,0
208,0,1,2520,1
209,0,1,1350,1
210,0,0,1680,0
211,1,0,2160,1
212,3,0,1440,3
213,3,0,1200,3
214,4,0,2220,4
215,0,0,1920,0
216,1,0,1740,1
217,0,0,2340,0
218,0,4,1890,4
219,0,0,2580,0
220,1,1,2250,2
221,1,0,1800,1
222,2,1,1170,3
223,0,0,2160,0
224,1,1,1770,2
225,0,0,1830,0
226,2,0,1110,2
227,3,0,2490,3
228,3,0,2190,3
229,1,2,1650,3
230,0,0,1890,0
231,0,0,2310,0
232,0,0,1410,0
233,1,1,3300,2
234,0,0,1830,0
235,0,0,1860,0
236,0,0,1710,0
237,0,0,2640,0
238,0,1,1680,1
239,1,0,2610,1
240,0,0,2160,0
241,0,3,2880,3
242,0,2,2280,2
243,0,0,1950,0
244,1,0,1710,1
245,0,0,2520,0
246,1,0,2940,1
247,2,2,1500,4
248,2,1,3450,3
249,0,0,2280,0
250,1,0,1980,1
251,1,0,2880,1
