,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,390,0
1,0,0,1050,0
2,2,0,870,2
3,0,0,330,0
4,0,0,990,0
5,2,0,750,2
6,0,0,210,0
7,0,0,930,0
8,2,0,570,2
9,0,0,150,0
10,0,0,810,0
11,2,0,510,2
12,0,0,810,0
13,2,0,510,2
14,0,0,930,0
15,0,1,660,1
16,2,1,540,3
17,0,0,870,0
18,0,0,690,0
19,2,0,510,2
20,0,0,930,0
21,0,0,630,0
22,2,0,450,2
23,0,0,870,0
24,0,0,630,0
25,2,0,450,2
26,0,0,930,0
27,0,1,720,1
28,2,0,450,2
29,0,0,990,0
30,0,0,690,0
31,2,1,540,3
32,0,0,1050,0
33,0,0,870,0
34,2,0,690,2
35,0,0,1290,0
36,0,1,1020,1
37,2,0,690,2
38,0,1,1260,1
39,0,0,930,0
40,2,0,690,2
41,0,0,1170,0
42,0,1,960,1
43,2,1,660,3
44,0,0,1050,0
45,0,0,870,0
46,2,0,750,2
47,0,0,1230,0
48,0,0,990,0
49,2,0,750,2
50,0,0,1170,0
51,0,0,930,0
52,2,0,570,2
53,0,1,1200,1
54,0,0,1110,0
55,2,0,810,2
56,0,0,1350,0
57,0,0,1170,0
58,2,0,810,2
59,0,0,1350,0
60,0,0,1110,0
61,2,0,930,2
62,0,0,1410,0
63,0,0,1170,0
64,2,0,930,2
65,0,1,1500,1
66,0,0,1290,0
67,2,0,1110,2
68,0,0,1710,0
69,0,0,1410,0
70,2,0,1230,2
71,0,1,1680,1
72,0,0,1530,0
73,2,0,1170,2
74,0,0,1650,0
75,0,0,1350,0
76,2,0,1050,2
77,0,0,1590,0
78,0,0,1470,0
79,2,0,1290,2
80,0,0,1770,0
81,0,1,1680,1
82,2,0,1410,2
83,0,0,1890,0
84,0,1,1620,1
85,2,0,1350,2
86,0,0,1830,0
87,0,0,1710,0
88,2,1,1500,3
89,0,0,1950,0
90,0,0,1710,0
91,2,0,1470,2
92,0,2,1950,2
93,0,0,1590,0
94,2,2,1350,4
95,0,0,1770,0
96,0,0,1590,0
97,2,0,1350,2
98,0,0,1770,0
99,0,0,1470,0
100,2,0,1230,2
101,0,0,1590,0
102,0,0,1410,0
103,2,0,1170,2
104,0,0,1710,0
105,0,0,1410,0
106,2,0,1230,2
107,0,0,1710,0
108,0,0,1470,0
109,2,0,1290,2
110,0,0,1650,0
111,0,0,1290,0
112,2,0,1110,2
113,0,0,1590,0
114,0,0,1230,0
115,2,0,990,2
116,0,0,1530,0
117,0,0,1230,0
118,2,0,1050,2
119,0,0,1470,0
120,0,0,1170,0
121,2,0,930,2
122,0,0,1410,0
123,0,0,1170,0
124,2,0,990,2
125,0,0,1410,0
126,0,0,1110,0
127,2,0,930,2
128,0,0,1350,0
129,0,0,1050,0
130,2,0,810,2
131,0,1,1500,1
132,0,0,1290,0
133,2,0,1050,2
134,0,0,1530,0
135,0,0,1290,0
136,2,0,990,2
137,0,0,1470,0
138,0,0,1290,0
139,2,0,1050,2
140,0,0,1590,0
141,0,0,1350,0
142,2,0,1050,2
143,0,0,1410,0
144,0,0,1050,0
145,2,0,870,2
146,0,0,1350,0
147,0,0,1110,0
148,2,0,810,2
149,0,0,1230,0
150,0,0,1050,0
151,2,0,810,2
152,0,0,1170,0
153,0,0,930,0
154,2,0,690,2
155,0,0,1290,0
156,0,0,1050,0
157,2,0,930,2
158,0,2,1530,2
159,0,0,1170,0
160,2,0,990,2
161,0,0,1350,0
162,0,0,1050,0
163,2,0,810,2
164,0,0,1410,0
165,0,0,1110,0
166,2,0,870,2
167,0,0,1350,0
168,0,0,1110,0
169,2,0,810,2
170,0,0,1290,0
171,0,0,1110,0
172,2,0,810,2
173,0,0,1350,0
174,0,0,1050,0
175,2,0,690,2
176,0,0,1050,0
177,0,0,750,0
178,2,0,510,2
179,0,0,930,0
180,0,0,570,0
181,2,0,390,2
182,0,0,750,0
183,0,0,450,0
184,0,0,510,0
185,0,0,990,0
186,2,0,390,2
187,0,0,570,0
188,0,1,960,1
189,2,0,390,2
190,0,0,630,0
191,0,0,930,0
192,2,0,390,2
193,0,0,570,0
194,0,0,870,0
195,2,0,450,2
196,0,0,630,0
197,0,0,930,0
198,2,0,390,2
199,0,0,810,0
200,0,0,1050,0
201,2,0,690,2
202,0,0,870,0
203,0,0,1170,0
204,2,0,630,2
205,0,0,570,0
206,0,0,1050,0
207,2,0,390,2
208,0,0,390,0
209,0,0,870,0
210,0,0,450,0
211,0,0,1050,0
212,2,0,810,2
213,0,0,570,0
214,0,0,1170,0
215,2,0,930,2
216,0,0,570,0
217,0,0,1350,0
218,2,0,1110,2
219,0,0,510,0
220,0,0,1230,0
221,2,0,930,2
222,0,0,450,0
223,0,0,1110,0
224,2,0,870,2
225,0,0,450,0
226,0,1,1140,1
227,2,0,870,2
228,0,0,330,0
229,0,0,990,0
230,2,0,750,2
231,0,0,990,0
232,2,0,630,2
233,0,1,1020,1
234,0,0,750,0
235,2,0,510,2
236,0,1,1080,1
237,0,0,630,0
238,2,0,390,2
239,0,0,870,0
240,0,0,630,0
241,2,0,450,2
242,0,0,930,0
243,0,0,690,0
244,2,0,510,2
245,0,0,930,0
246,0,0,630,0
247,2,1,420,3
