,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,0,270,0
1,0,0,1050,0
2,2,1,780,3
3,0,0,390,0
4,0,0,930,0
5,2,2,810,4
6,0,0,1050,0
7,0,2,390,2
8,2,1,780,3
9,0,0,330,0
10,0,0,1050,0
11,2,0,810,2
12,0,0,810,0
13,2,0,570,2
14,0,0,990,0
15,0,0,750,0
16,2,0,510,2
17,0,0,1050,0
18,0,0,810,0
19,2,1,480,3
20,0,1,960,1
21,0,0,810,0
22,2,0,570,2
23,0,0,1050,0
24,0,0,750,0
25,2,0,450,2
26,0,0,990,0
27,0,0,810,0
28,2,0,510,2
29,0,1,1020,1
30,0,0,690,0
31,2,0,510,2
32,0,0,990,0
33,2,0,510,2
34,0,4,810,4
35,0,1,1080,1
36,0,0,930,0
37,2,3,720,5
38,0,0,690,0
39,0,3,1080,3
40,2,3,600,5
41,0,0,990,0
42,2,0,450,2
43,0,3,780,3
44,0,0,990,0
45,0,1,720,1
46,2,0,450,2
47,0,2,1050,2
48,0,0,690,0
49,2,0,390,2
50,0,0,810,0
51,0,0,570,0
52,2,0,270,2
53,0,1,840,1
54,0,0,570,0
55,2,0,330,2
56,0,0,810,0
57,0,1,600,1
58,2,1,300,3
59,0,0,690,0
60,0,1,540,1
61,2,1,360,3
62,0,0,810,0
63,0,0,570,0
64,2,1,360,3
65,0,0,870,0
66,0,0,510,0
67,2,0,390,2
68,0,0,990,0
69,0,1,900,1
70,2,0,570,2
71,0,2,1110,2
72,0,1,840,1
73,2,0,630,2
74,0,1,1200,1
75,0,1,1020,1
76,2,0,750,2
77,0,0,1050,0
78,0,2,990,2
79,2,1,660,3
80,0,0,1110,0
81,0,0,1050,0
82,2,0,690,2
83,0,0,1170,0
84,0,0,930,0
85,2,1,900,3
86,0,1,1320,1
87,0,0,1050,0
88,2,1,720,3
89,0,0,1230,0
90,0,0,990,0
91,2,0,690,2
92,0,0,1170,0
93,0,0,930,0
94,2,0,690,2
95,0,1,1260,1
96,0,0,1050,0
97,2,0,870,2
98,0,0,1350,0
99,0,0,1110,0
100,2,1,900,3
101,0,1,1380,1
102,0,2,1170,2
103,2,1,900,3
104,0,2,1530,2
105,0,1,1320,1
106,2,0,1110,2
107,0,0,1290,0
108,0,4,1650,4
109,2,0,1110,2
110,0,0,1530,0
111,0,0,1290,0
112,2,2,1230,4
113,0,0,1650,0
114,0,1,1440,1
115,2,0,1110,2
116,0,2,1590,2
117,0,0,1290,0
118,2,0,1110,2
119,0,1,1680,1
120,0,1,1440,1
121,2,2,1290,4
122,0,0,1830,0
123,0,0,1590,0
124,2,0,1350,2
125,0,1,1920,1
126,0,0,1590,0
127,2,0,1350,2
128,0,0,1890,0
129,0,2,1650,2
130,2,0,1230,2
131,0,0,1770,0
132,0,0,1470,0
133,2,1,1320,3
134,0,0,1710,0
135,0,1,1440,1
136,2,0,1290,2
137,0,0,1770,0
138,0,2,1710,2
139,2,1,1440,3
140,0,0,1830,0
141,0,1,1500,1
142,2,2,1290,4
143,0,0,1650,0
144,0,0,1470,0
145,2,2,1410,4
146,0,0,1770,0
147,0,1,1500,1
148,2,1,1320,3
149,0,2,1830,2
150,0,1,1560,1
151,2,0,1410,2
152,0,1,1920,1
153,0,1,1800,1
154,2,1,1560,3
155,0,0,1950,0
156,0,0,1650,0
157,2,0,1470,2
158,0,0,1890,0
159,0,0,1650,0
160,2,0,1350,2
161,0,0,1830,0
162,0,0,1590,0
163,2,2,1350,4
164,0,0,1830,0
165,0,0,1590,0
166,2,2,1410,4
167,0,0,1830,0
168,0,2,1650,2
169,2,0,1350,2
170,0,1,1860,1
171,0,0,1590,0
172,2,1,1440,3
173,0,0,1830,0
174,0,2,1650,2
175,2,0,1410,2
176,0,0,1950,0
177,0,1,1740,1
178,2,1,1440,3
179,0,1,1980,1
180,0,2,1770,2
181,2,1,1440,3
182,0,0,1590,0
183,0,3,1920,3
184,2,0,1350,2
185,0,0,1770,0
186,0,0,1530,0
187,2,2,1470,4
188,0,0,1950,0
189,0,0,1710,0
190,2,0,1470,2
191,0,0,1950,0
192,0,0,1710,0
193,2,1,1500,3
194,0,0,2010,0
195,0,0,1770,0
196,2,0,1470,2
197,0,0,1950,0
198,0,1,1740,1
199,2,0,1530,2
200,0,0,2070,0
201,0,0,1830,0
202,2,0,1650,2
203,0,0,2010,0
204,0,0,1770,0
205,2,0,1650,2
206,0,0,2010,0
207,0,2,1770,2
208,2,0,1470,2
209,0,0,1830,0
210,0,0,1650,0
211,2,0,1530,2
212,0,0,2010,0
213,0,0,1770,0
214,2,0,1590,2
215,0,0,2010,0
216,0,0,1770,0
217,2,0,1530,2
218,0,0,2070,0
219,0,0,1830,0
220,2,1,1620,3
221,0,0,2010,0
222,0,0,1770,0
223,2,3,1620,5
224,0,1,2040,1
225,0,0,1710,0
226,2,0,1410,2
227,0,0,1890,0
228,0,0,1530,0
229,2,1,1320,3
230,0,1,1740,1
231,0,1,1560,1
232,2,2,1230,4
233,0,0,1590,0
234,0,0,1410,0
235,2,1,1260,3
236,0,0,1770,0
237,0,1,1560,1
238,2,0,1230,2
239,0,1,1740,1
240,0,1,1560,1
241,2,0,1170,2
242,0,0,1650,0
243,0,0,1530,0
244,2,0,1350,2
245,0,0,1830,0
246,0,0,1590,0
247,2,0,1230,2
248,0,0,1650,0
249,0,0,1410,0
250,2,0,1230,2
251,0,1,1680,1
252,0,0,1410,0
253,2,1,1200,3
