time,n_delay_added,rs_exec_time
00:00:00,0,
00:16:00,2,0.07203102111816406
00:32:00,2,0.15105509757995605
00:48:00,2,0.13479399681091309
01:04:00,2,0.16367506980895996
01:20:00,2,0.23982596397399902
01:36:00,2,0.14938998222351074
01:52:00,2,0.18096685409545898
02:08:00,2,0.1848440170288086
02:24:00,2,0.17569494247436523
02:40:00,2,0.18098115921020508
02:56:00,2,0.21085166931152344
03:12:00,2,0.16173100471496582
03:28:00,2,0.1831653118133545
03:44:00,2,0.21746611595153809
04:00:00,2,0.19516396522521973
04:16:00,2,0.2579338550567627
04:32:00,2,0.2077932357788086
04:48:00,2,0.20665597915649414
05:04:00,2,0.23112988471984863
05:20:00,2,0.27530789375305176
05:36:00,2,0.2456068992614746
05:52:00,2,0.20623993873596191
06:08:00,2,0.2257988452911377
06:24:00,2,0.30286383628845215
06:40:00,2,0.24846100807189941
06:56:00,2,0.2496192455291748
07:12:00,2,0.2934257984161377
07:28:00,2,0.2683279514312744
07:44:00,2,0.2397000789642334
08:00:00,2,0.30882716178894043
08:16:00,2,0.25142502784729004
08:32:00,2,0.2757387161254883
08:48:00,2,0.31897592544555664
09:04:00,2,0.2738039493560791
09:20:00,2,0.29248690605163574
09:36:00,2,0.33306002616882324
09:52:00,2,0.29911017417907715
10:08:00,2,0.2818949222564697
10:24:00,2,0.3630650043487549
10:40:00,2,0.28699278831481934
10:56:00,2,0.37119603157043457
11:12:00,2,0.29285192489624023
11:28:00,2,0.3076801300048828
11:44:00,2,0.38876914978027344
12:00:00,2,0.32843708992004395
12:16:00,2,0.377849817276001
12:32:00,2,0.3274989128112793
12:48:00,2,0.32473301887512207
13:04:00,2,0.3679530620574951
13:20:00,2,0.29262399673461914
13:36:00,2,0.3708679676055908
13:52:00,2,0.3081700801849365
14:08:00,2,0.4217240810394287
14:24:00,2,0.3321380615234375
14:40:00,2,0.4344308376312256
14:56:00,2,0.33214402198791504
15:12:00,2,0.4546999931335449
15:28:00,2,0.34795117378234863
15:44:00,2,0.40157079696655273
16:00:00,2,0.3734440803527832
16:16:00,2,0.44733285903930664
16:32:00,2,0.38653016090393066
16:48:00,2,0.453139066696167
17:04:00,2,0.3653221130371094
17:20:00,2,0.43579912185668945
17:36:00,2,0.4722559452056885
17:52:00,2,0.39658617973327637
18:08:00,2,0.4385409355163574
18:24:00,2,0.37496280670166016
18:40:00,2,0.4208378791809082
18:56:00,2,0.44681596755981445
19:12:00,2,0.5121569633483887
19:28:00,2,0.4982948303222656
19:44:00,2,0.4479858875274658
20:00:00,2,0.4963698387145996
20:16:00,2,0.5014510154724121
20:32:00,2,0.4354209899902344
20:48:00,2,0.5112130641937256
21:04:00,2,0.449721097946167
21:20:00,2,0.49933910369873047
21:36:00,2,0.46747279167175293
21:52:00,2,0.42362403869628906
22:08:00,2,0.5357279777526855
22:24:00,2,0.4915800094604492
22:40:00,2,0.5439498424530029
22:56:00,0,0.4491431713104248
23:12:00,0,0.15408706665039062
23:28:00,0,0.20757508277893066
