,rs_exec_time
00:00:00,
00:02:30,0.0463709831237793
00:05:00,0.06550335884094238
00:07:30,0.08102703094482422
00:10:00,0.15852999687194824
00:12:30,0.4138510227203369
00:15:00,0.3260626792907715
00:17:30,0.7725627422332764
00:20:00,0.9173638820648193
00:22:30,0.20378422737121582
00:25:00,0.12345004081726074
00:27:30,0.16847848892211914
00:30:00,0.5420525074005127
00:32:30,0.7569911479949951
00:35:00,0.20246577262878418
00:37:30,0.12072014808654785
00:40:00,0.20883989334106445
00:42:30,0.11882901191711426
00:45:00,0.12064337730407715
00:47:30,0.18175935745239258
00:50:00,0.22742748260498047
00:52:30,0.11868643760681152
00:55:00,0.12122464179992676
00:57:30,0.20099377632141113
01:00:00,0.11686038970947266
01:02:30,0.11060738563537598
01:05:00,0.17027521133422852
01:07:30,0.1095893383026123
01:10:00,0.11251425743103027
01:12:30,0.12235784530639648
01:15:00,0.21922039985656738
01:17:30,0.12677240371704102
01:20:00,0.13250350952148438
01:22:30,0.13259339332580566
01:25:00,0.293224573135376
01:27:30,0.30832505226135254
01:30:00,0.23027992248535156
01:32:30,0.12517499923706055
01:35:00,0.12377619743347168
01:37:30,0.1802222728729248
01:40:00,0.11742138862609863
01:42:30,0.3216383457183838
01:45:00,0.44660353660583496
01:47:30,0.662529468536377
01:50:00,0.863039493560791
01:52:30,0.2495272159576416
01:55:00,0.27808570861816406
01:57:30,0.3315615653991699
02:00:00,0.35871243476867676
02:02:30,0.24772882461547852
02:05:00,0.3162400722503662
02:07:30,0.13951992988586426
02:10:00,0.47704219818115234
02:12:30,0.42189979553222656
02:15:00,0.14454936981201172
02:17:30,0.13848137855529785
02:20:00,0.7567546367645264
02:22:30,0.5594115257263184
02:25:00,0.4190692901611328
02:27:30,0.14206647872924805
02:30:00,0.1389756202697754
02:32:30,0.25461244583129883
02:35:00,0.2395153045654297
02:37:30,0.30457568168640137
02:40:00,0.1412193775177002
02:42:30,0.36897945404052734
02:45:00,0.1275947093963623
02:47:30,0.6101088523864746
02:50:00,0.23026394844055176
02:52:30,0.13716912269592285
02:55:00,0.20727300643920898
02:57:30,0.13384056091308594
03:00:00,0.46916723251342773
03:02:30,0.14887571334838867
03:05:00,0.22582340240478516
03:07:30,0.1613924503326416
03:10:00,0.2886087894439697
03:12:30,0.43145203590393066
03:15:00,0.2388463020324707
03:17:30,0.3301548957824707
03:20:00,0.6354703903198242
03:22:30,0.29591798782348633
03:25:00,0.16569924354553223
03:27:30,2.1248092651367188
03:30:00,1.169891119003296
03:32:30,0.1769578456878662
03:35:00,0.17915868759155273
03:37:30,0.8098561763763428
03:40:00,0.29160475730895996
03:42:30,0.2918829917907715
03:45:00,0.6327953338623047
03:47:30,0.27138233184814453
03:50:00,0.21880054473876953
03:52:30,0.1511549949645996
03:55:00,0.1528477668762207
03:57:30,0.14986109733581543
04:00:00,0.2708444595336914
04:02:30,0.15256285667419434
04:05:00,0.22120976448059082
04:07:30,0.44231295585632324
04:10:00,0.5907399654388428
04:12:30,0.16974735260009766
04:15:00,0.17429304122924805
04:17:30,1.045900821685791
04:20:00,0.3497021198272705
04:22:30,0.29778003692626953
04:25:00,0.16716647148132324
04:27:30,0.1704576015472412
04:30:00,0.3750143051147461
04:32:30,0.16426873207092285
04:35:00,0.4612107276916504
04:37:30,0.3606994152069092
04:40:00,0.9203784465789795
04:42:30,0.6025137901306152
04:45:00,0.5032398700714111
04:47:30,0.1678464412689209
04:50:00,0.31169962882995605
04:52:30,0.5401947498321533
04:55:00,0.3239729404449463
04:57:30,0.40949177742004395
05:00:00,0.5400619506835938
05:02:30,0.5666236877441406
05:05:00,0.345198392868042
05:07:30,0.19164443016052246
05:10:00,0.24062061309814453
05:12:30,0.18444323539733887
05:15:00,0.3252243995666504
05:17:30,0.83831787109375
05:20:00,0.18514251708984375
05:22:30,0.2506277561187744
05:25:00,0.3244435787200928
05:27:30,0.17444753646850586
05:30:00,0.39223146438598633
05:32:30,0.16976499557495117
05:35:00,0.17225146293640137
05:37:30,0.535442590713501
05:40:00,0.18234634399414062
05:42:30,0.1859133243560791
05:45:00,0.18696069717407227
05:47:30,1.2856864929199219
05:50:00,1.3442292213439941
05:52:30,1.4637537002563477
05:55:00,0.7321932315826416
05:57:30,0.20061731338500977
06:00:00,0.1940629482269287
06:02:30,0.387174129486084
06:05:00,0.6139991283416748
06:07:30,0.47333192825317383
06:10:00,0.6479206085205078
06:12:30,0.46608424186706543
06:15:00,0.22242450714111328
