time,n_delay_added,rs_exec_time
00:00:00,0,
00:10:00,0,0.38515710830688477
00:20:00,0,0.30544376373291016
00:30:00,2,0.3908846378326416
00:40:00,0,0.9873828887939453
00:50:00,0,0.3954951763153076
01:00:00,0,0.32770204544067383
01:10:00,2,0.42053985595703125
01:20:00,2,1.295928955078125
01:30:00,0,1.3971538543701172
01:40:00,2,0.35066795349121094
01:50:00,1,1.0271058082580566
02:00:00,1,0.7911648750305176
02:10:00,0,0.6941800117492676
02:20:00,0,0.31226587295532227
02:30:00,0,0.4197700023651123
02:40:00,0,0.39785218238830566
02:50:00,0,0.33925914764404297
03:00:00,0,0.414675235748291
03:10:00,2,0.4073460102081299
03:20:00,0,1.3471860885620117
03:30:00,0,0.4472951889038086
03:40:00,0,0.4132659435272217
03:50:00,1,0.3442978858947754
04:00:00,0,0.7857789993286133
04:10:00,0,0.3263208866119385
04:20:00,0,0.42524218559265137
04:30:00,2,0.42546701431274414
04:40:00,1,1.093613862991333
04:50:00,0,0.748262882232666
05:00:00,0,0.45711207389831543
05:10:00,1,0.35872483253479004
05:20:00,2,0.8141400814056396
05:30:00,0,1.1269240379333496
05:40:00,0,0.34361910820007324
05:50:00,0,0.4466438293457031
06:00:00,1,0.412830114364624
06:10:00,0,0.7300961017608643
06:20:00,0,0.43694400787353516
06:30:00,1,0.41992878913879395
06:40:00,0,0.7179498672485352
06:50:00,0,0.5178549289703369
07:00:00,1,0.3826487064361572
07:10:00,0,0.8390421867370605
07:20:00,0,0.4715769290924072
07:30:00,0,0.38390278816223145
07:40:00,0,0.45024800300598145
07:50:00,0,0.445253849029541
08:00:00,0,0.3786439895629883
08:10:00,0,0.45648622512817383
08:20:00,0,0.49574708938598633
08:30:00,0,0.4640011787414551
08:40:00,2,0.4499471187591553
08:50:00,2,1.2779347896575928
09:00:00,2,1.2429308891296387
09:10:00,1,1.193901777267456
09:20:00,1,1.1600098609924316
09:30:00,1,0.8389558792114258
09:40:00,0,0.9155640602111816
09:50:00,0,0.615746021270752
10:00:00,0,0.43062686920166016
10:10:00,2,0.4606173038482666
10:20:00,0,1.1460630893707275
10:30:00,0,0.48623180389404297
10:40:00,0,0.46312594413757324
10:50:00,1,0.4670429229736328
11:00:00,2,0.8017983436584473
11:10:00,2,1.2490332126617432
11:20:00,2,1.6348071098327637
11:30:00,0,1.2944672107696533
11:40:00,0,0.4073038101196289
11:50:00,0,0.4987490177154541
12:00:00,0,0.45346808433532715
12:10:00,0,0.4988229274749756
12:20:00,1,0.4032599925994873
12:30:00,2,0.9081640243530273
12:40:00,1,1.225264072418213
12:50:00,0,0.8906891345977783
13:00:00,2,0.5117089748382568
13:10:00,0,1.3148348331451416
13:20:00,0,0.524235725402832
13:30:00,0,0.4819059371948242
13:40:00,2,0.39977288246154785
13:50:00,1,1.3571209907531738
14:00:00,1,0.9078719615936279
14:10:00,1,0.9046478271484375
14:20:00,0,0.8672621250152588
14:30:00,0,0.4938368797302246
14:40:00,3,0.46479105949401855
14:50:00,6,1.7166500091552734
15:00:00,1,3.550717830657959
15:10:00,1,0.8629739284515381
15:20:00,0,0.9562840461730957
15:30:00,0,0.5279080867767334
15:40:00,3,0.5032551288604736
15:50:00,0,1.7307007312774658
16:00:00,0,0.5381050109863281
16:10:00,1,0.44052720069885254
16:20:00,0,0.8680131435394287
16:30:00,0,0.5276269912719727
16:40:00,0,0.505352258682251
16:50:00,1,0.5208020210266113
17:00:00,0,0.8742849826812744
17:10:00,0,0.5336267948150635
17:20:00,0,0.48694491386413574
17:30:00,2,0.4830179214477539
17:40:00,0,1.3908312320709229
17:50:00,0,0.5485599040985107
18:00:00,0,0.4797329902648926
18:10:00,0,0.5011210441589355
18:20:00,0,0.5130131244659424
18:30:00,0,0.5303249359130859
18:40:00,0,0.5243902206420898
18:50:00,0,0.5229010581970215
19:00:00,0,0.45508623123168945
19:10:00,0,0.5651991367340088
19:20:00,2,0.5047628879547119
19:30:00,2,1.428447961807251
19:40:00,0,1.3259363174438477
19:50:00,0,0.5484821796417236
20:00:00,0,0.5065131187438965
20:10:00,1,0.5148930549621582
20:20:00,0,0.9781510829925537
20:30:00,2,0.5724480152130127
20:40:00,3,1.359368085861206
20:50:00,1,1.9511899948120117
21:00:00,0,1.0184540748596191
21:10:00,0,0.5734021663665771
21:20:00,0,0.477977991104126
21:30:00,0,0.3580601215362549
21:40:00,0,0.4701540470123291
21:50:00,0,0.4349508285522461
22:00:00,0,0.44394588470458984
22:10:00,0,0.4429628849029541
22:20:00,0,0.4527931213378906
22:30:00,0,0.4527249336242676
22:40:00,0,0.4491462707519531
22:50:00,0,0.4600965976715088
23:00:00,0,0.3637199401855469
23:10:00,0,0.4633309841156006
23:20:00,0,0.4322800636291504
23:30:00,0,0.46984076499938965
23:40:00,0,0.4434809684753418
