,n_scheduler_delay,n_uncertainty_delay,time_taken,n_delay
0,0,1,1530,1
1,0,0,1380,0
2,0,0,1890,0
3,0,2,1470,2
4,0,1,1770,1
5,0,0,1710,0
6,0,3,1710,3
7,0,5,1530,5
8,0,3,1110,3
9,0,3,2130,3
10,0,5,1590,5
11,0,6,1710,6
12,0,3,2610,3
13,0,3,1170,3
14,0,3,1860,3
15,0,4,1470,4
16,0,1,1440,1
17,0,5,1860,5
18,0,0,1380,0
19,0,3,1380,3
20,0,3,1140,3
21,0,2,1680,2
22,0,2,1530,2
23,0,5,1620,5
24,0,0,1320,0
25,0,1,1230,1
26,0,4,2040,4
27,0,0,1500,0
28,0,2,2040,2
29,0,4,1770,4
30,0,0,1710,0
31,0,3,1710,3
32,0,4,2190,4
33,0,3,1260,3
34,0,2,1920,2
35,0,0,1230,0
36,0,3,2040,3
37,0,0,1440,0
38,0,4,2040,4
39,0,1,1860,1
40,0,4,1890,4
41,0,2,1320,2
42,0,4,2220,4
43,0,2,1500,2
44,0,3,1950,3
45,0,1,1470,1
46,0,1,1350,1
47,0,3,1620,3
48,0,4,1680,4
49,0,5,1410,5
50,0,2,1650,2
51,1,3,2040,4
52,0,0,1650,0
53,0,1,1170,1
54,0,0,2220,0
55,0,2,1890,2
56,0,6,1680,6
57,0,4,1770,4
58,1,0,1380,1
59,0,2,1830,2
60,0,3,1800,3
61,0,1,1440,1
62,1,2,1830,3
63,1,2,1140,3
64,0,6,1500,6
65,1,3,1350,4
66,0,5,1170,5
67,0,4,1410,4
68,0,2,1170,2
69,0,2,1590,2
70,0,2,1650,2
71,0,0,1620,0
72,0,0,1470,0
73,0,1,1680,1
74,0,4,1770,4
75,0,0,1650,0
76,0,4,1710,4
77,0,5,1920,5
78,0,1,1770,1
79,0,1,1710,1
80,0,1,1500,1
81,0,0,1920,0
82,0,0,1920,0
83,0,1,1800,1
84,0,4,1620,4
85,0,1,1440,1
86,0,6,1230,6
87,0,3,1530,3
88,0,0,1500,0
89,0,5,1350,5
90,0,0,1830,0
91,0,1,1440,1
92,0,6,1860,6
93,0,4,1560,4
94,0,1,1680,1
95,0,3,1230,3
96,0,3,1920,3
97,0,1,1620,1
98,0,1,1740,1
99,0,5,1650,5
100,0,2,1620,2
101,0,5,1230,5
102,0,1,2040,1
103,2,3,1920,5
104,0,2,1710,2
105,0,2,2130,2
106,0,2,1410,2
107,0,0,1830,0
108,0,2,1560,2
109,1,3,1410,4
110,0,6,1590,6
111,0,5,1710,5
112,0,1,1500,1
113,0,3,1950,3
114,0,0,1620,0
115,0,1,1620,1
116,0,2,1500,2
117,0,0,1410,0
118,0,3,1290,3
119,0,1,1800,1
120,0,4,1590,4
121,0,2,1410,2
122,0,3,1620,3
123,0,0,1500,0
124,0,1,1620,1
125,0,0,1650,0
126,0,1,1140,1
127,0,1,1920,1
128,0,2,1410,2
129,0,1,1890,1
130,0,1,1560,1
131,0,0,1890,0
132,0,5,1740,5
133,0,3,1860,3
134,0,1,1020,1
135,1,1,1260,2
136,2,4,1830,6
137,0,1,1230,1
138,0,0,2100,0
139,0,3,1680,3
140,0,2,1650,2
141,0,3,1590,3
142,0,1,1950,1
143,0,1,1470,1
144,0,0,1830,0
145,0,4,1770,4
146,0,1,1860,1
147,0,2,1800,2
148,0,2,1560,2
149,0,1,1140,1
150,1,0,1350,1
151,0,3,1050,3
152,0,2,1530,2
153,0,1,1500,1
154,0,3,1890,3
155,0,1,1380,1
156,0,2,1650,2
157,0,2,1320,2
158,0,2,1140,2
159,0,3,1920,3
160,0,2,1080,2
161,0,5,1920,5
162,0,0,1470,0
163,0,0,1800,0
164,0,2,1560,2
165,0,3,1980,3
166,0,0,1500,0
167,0,3,2070,3
168,0,1,1530,1
169,0,2,1770,2
170,0,3,1620,3
171,0,0,1560,0
172,0,2,1290,2
173,0,0,1800,0
174,0,2,1620,2
175,0,3,1680,3
176,0,1,1500,1
177,0,3,1860,3
178,0,1,1080,1
179,0,4,1470,4
180,0,2,1230,2
181,0,2,2160,2
182,1,4,1260,5
183,0,3,1260,3
184,0,0,1710,0
185,0,5,1410,5
186,1,5,1710,6
187,0,2,2010,2
188,0,5,1860,5
189,0,3,1650,3
190,0,0,1470,0
191,0,2,1230,2
192,0,1,1860,1
193,0,2,1410,2
194,0,4,1770,4
195,0,3,1620,3
196,0,1,1680,1
197,0,5,1230,5
198,0,2,1830,2
199,0,5,2100,5
200,1,3,1440,4
201,0,0,1470,0
202,0,3,1140,3
203,0,2,1620,2
204,0,1,1350,1
205,0,0,1650,0
206,0,0,1560,0
207,0,1,1890,1
208,0,3,1050,3
209,0,3,1440,3
210,0,4,1830,4
211,0,3,1260,3
212,0,0,1620,0
213,0,4,1260,4
214,0,2,1560,2
215,0,2,1350,2
216,0,0,1260,0
217,0,2,1170,2
218,0,0,990,0
219,0,3,1290,3
220,0,1,1740,1
221,0,5,1740,5
222,0,1,1710,1
223,0,0,1770,0
224,0,1,1530,1
225,0,2,1530,2
226,0,0,1470,0
227,0,3,1710,3
228,0,1,1740,1
229,0,0,1170,0
230,0,5,1710,5
231,0,1,1680,1
232,0,0,1710,0
233,0,3,1710,3
234,0,3,1740,3
235,0,4,1260,4
236,0,0,1830,0
237,0,4,1590,4
238,2,2,1230,4
239,0,4,1560,4
240,0,0,1440,0
241,0,2,1440,2
242,0,3,1350,3
243,0,2,1380,2
244,0,0,1260,0
245,0,1,1200,1
246,0,2,1920,2
247,0,1,1170,1
248,0,0,1740,0
249,0,0,1530,0
250,0,0,2040,0
251,0,4,1650,4
252,0,0,1200,0
253,0,5,2010,5
254,0,0,1830,0
255,0,3,1560,3
256,0,4,1710,4
257,0,2,1500,2
258,0,0,1350,0
