,expr_var,failed,nth
155,0.15,0.0,5.0
156,0.15,1.0,6.0
157,0.15,1.0,7.0
158,0.15,1.0,8.0
159,0.15,1.0,9.0
160,0.15,1.0,10.0
161,0.15,1.0,11.0
162,0.15,1.0,12.0
163,0.15,1.0,13.0
164,0.15,1.0,14.0
165,0.15,1.0,15.0
166,0.15,1.0,16.0
167,0.15,1.0,17.0
168,0.15,1.0,18.0
169,0.15,1.0,19.0
170,0.15,1.0,20.0
171,0.15,1.0,21.0
172,0.15,1.0,22.0
173,0.15,1.0,23.0
174,0.15,1.0,24.0
175,0.15,1.0,25.0
176,0.15,1.0,26.0
177,0.15,1.0,27.0
178,0.15,1.0,28.0
179,0.15,1.0,29.0
180,0.18,1.0,0.0
181,0.18,1.0,1.0
182,0.18,1.0,2.0
183,0.18,1.0,3.0
184,0.18,1.0,4.0
185,0.18,1.0,5.0
186,0.18,1.0,6.0
187,0.18,1.0,7.0
188,0.18,1.0,8.0
189,0.18,1.0,9.0
190,0.18,1.0,10.0
191,0.18,1.0,11.0
192,0.18,1.0,12.0
193,0.18,1.0,13.0
194,0.18,1.0,14.0
195,0.18,1.0,15.0
196,0.18,1.0,16.0
197,0.18,1.0,17.0
198,0.18,1.0,18.0
199,0.18,1.0,19.0
200,0.18,1.0,20.0
201,0.18,1.0,21.0
202,0.18,1.0,22.0
203,0.18,1.0,23.0
204,0.18,1.0,24.0
205,0.18,0.0,25.0
206,0.18,1.0,26.0
207,0.18,1.0,27.0
208,0.18,1.0,28.0
209,0.18,1.0,29.0
210,0.21,1.0,0.0
211,0.21,1.0,1.0
212,0.21,1.0,2.0
213,0.21,1.0,3.0
214,0.21,1.0,4.0
215,0.21,1.0,5.0
216,0.21,1.0,6.0
217,0.21,1.0,7.0
218,0.21,1.0,8.0
219,0.21,1.0,9.0
220,0.21,1.0,10.0
221,0.21,1.0,11.0
222,0.21,1.0,12.0
223,0.21,1.0,13.0
224,0.21,1.0,14.0
225,0.21,1.0,15.0
226,0.21,1.0,16.0
227,0.21,1.0,17.0
228,0.21,1.0,18.0
229,0.21,1.0,19.0
230,0.21,1.0,20.0
231,0.21,1.0,21.0
232,0.21,1.0,22.0
233,0.21,1.0,23.0
234,0.21,1.0,24.0
235,0.21,1.0,25.0
236,0.21,1.0,26.0
237,0.21,1.0,27.0
238,0.21,1.0,28.0
239,0.21,1.0,29.0
240,0.24,1.0,0.0
241,0.24,1.0,1.0
242,0.24,1.0,2.0
243,0.24,1.0,3.0
244,0.24,1.0,4.0
245,0.24,1.0,5.0
246,0.24,1.0,6.0
247,0.24,1.0,7.0
248,0.24,1.0,8.0
249,0.24,1.0,9.0
250,0.24,1.0,10.0
251,0.24,1.0,11.0
252,0.24,1.0,12.0
253,0.24,1.0,13.0
254,0.24,1.0,14.0
255,0.24,1.0,15.0
256,0.24,1.0,16.0
257,0.24,1.0,17.0
258,0.24,1.0,18.0
259,0.24,1.0,19.0
260,0.24,1.0,20.0
261,0.24,1.0,21.0
262,0.24,1.0,22.0
263,0.24,1.0,23.0
264,0.24,1.0,24.0
265,0.24,1.0,25.0
266,0.24,1.0,26.0
267,0.24,1.0,27.0
268,0.24,1.0,28.0
269,0.24,1.0,29.0
270,0.27,1.0,0.0
271,0.27,1.0,1.0
272,0.27,1.0,2.0
273,0.27,1.0,3.0
274,0.27,1.0,4.0
275,0.27,1.0,5.0
276,0.27,1.0,6.0
277,0.27,1.0,7.0
278,0.27,1.0,8.0
279,0.27,1.0,9.0
280,0.27,1.0,10.0
281,0.27,1.0,11.0
282,0.27,1.0,12.0
283,0.27,1.0,13.0
284,0.27,1.0,14.0
285,0.27,1.0,15.0
286,0.27,1.0,16.0
287,0.27,1.0,17.0
288,0.27,1.0,18.0
289,0.27,1.0,19.0
290,0.27,1.0,20.0
291,0.27,1.0,21.0
292,0.27,1.0,22.0
293,0.27,1.0,23.0
294,0.27,1.0,24.0
295,0.27,0.0,25.0
296,0.27,1.0,26.0
297,0.27,1.0,27.0
298,0.27,1.0,28.0
299,0.27,1.0,29.0
300,0.3,1.0,0.0
301,0.3,1.0,1.0
302,0.3,1.0,2.0
303,0.3,1.0,3.0
304,0.3,1.0,4.0
305,0.3,1.0,5.0
306,0.3,1.0,6.0
307,0.3,1.0,7.0
308,0.3,1.0,8.0
309,0.3,1.0,9.0
310,0.3,1.0,10.0
311,0.3,1.0,11.0
312,0.3,1.0,12.0
313,0.3,1.0,13.0
314,0.3,1.0,14.0
315,0.3,1.0,15.0
316,0.3,1.0,16.0
317,0.3,1.0,17.0
318,0.3,1.0,18.0
319,0.3,1.0,19.0
320,0.3,1.0,20.0
321,0.3,1.0,21.0
322,0.3,1.0,22.0
323,0.3,1.0,23.0
324,0.3,1.0,24.0
325,0.3,1.0,25.0
326,0.3,1.0,26.0
327,0.3,1.0,27.0
328,0.3,1.0,28.0
329,0.3,1.0,29.0
